recipe_id,ingredients
22066,"['cabbage', 'sauce', 'vermicelli', 'margarine']"
22067,"['cumin', 'flour', 'salsa']"
22068,"['liqueur', 'peel', 'oil', 'onion', 'pickle', 'halves', 'cheese', 'paste']"
22069,"['carrots', 'soda', 'ground']"
22070,"['rum', 'confectionerssugar', 'turnips', 'sauce', 'vinegar']"
22071,"['sauce', 'flour', 'cheese', 'mince', 'corn']"
22072,"['bread', 'clams', 'lettuce', 'shrimp', 'juice']"
22073,"['soup', 'ladyfingers', 'ones', 'mint', 'sauce']"
22074,"['bread', 'oil', 'rigati', 'curd', 'egg', 'bouillon', 'kernels']"
22075,"['beets', 'oil', 'masala']"
22076,"['tomatoes', 'cabbage', 'chicken', 'pepper', 'niblets', 'paste']"
22077,"['apricots', 'cream', 'anchovies']"
22078,"['sauce', 'butcher']"
22079,"['seeds', 'salt', 'leaf']"
22080,"['mayonnaise', 'tenderloin', 'frying', 'flour', 'flakes']"
22081,"['rice', 'dal', 'leaves', 'choy', 'cheese', 'stems']"
22082,"['sauce', 'rice', 'cream', 'sheets', 'leaf']"
22083,"['pepper', 'margarine', 'salsa', 'beans', 'rice', 'tomatoes']"
22084,"['pappadums', 'sauce', 'cream', 'milk', 'margarine']"
22085,"['cream', 'pepperoni', 'oil', 'cubes', 'hazelnuts', 'meat', 'corn']"
22086,"['noodles', 'florets', 'chunks', 'ladyfingers', 'sauce', 'seed', 'cutlets']"
22087,"['pulp', 'lettuce', 'wheat', 'arugula']"
22088,"['chili', 'chicken', 'thighs', 'cashews', 'sugar']"
22089,"['oil', 'chickpeas', 'juice', 'barilla', 'salad']"
22090,"['kernels', 'beans', 'lemongrass', 'fat', 'halves']"
22091,"['sausage', 'olives', 'milk', 'juice', 'sugar', 'thyme']"
22092,"['bean', 'juice', 'yolks', 'tomatoes']"
22093,"['whiskey', 'sugar', 'mix', 'parsley', 'lemon', 'toothpicks', 'lime', 'peas']"
22094,"['seed', 'sugar', 'chipotle', 'stout', 'leaves']"
22095,"['catsup', 'spray', 'breads', 'pepper', 'round', 'vinegar']"
22096,"['steak', 'paste', 'vinegar', 'sugar', 'cheese']"
22097,"['sauce', 'macaroni', 'slices', 'pepper', 'mushrooms', 'bite']"
22098,"['thyme', 'yogurt', 'tomatoes', 'paste']"
22099,"['pepperoni', 'cheese', 'sprigs']"
22100,"['cheese', 'bread', 'chocolate', 'juice']"
22101,"['ends', 'g']"
22102,['peppers']
22103,"['salad', 'flour', 'pepper', 'salt']"
22104,"['rum', 'juice', 'slices', 'catsup']"
22105,"['bitters', 'squares', 'tomatoes', 'prunes']"
22106,"['anise', 'cauliflower']"
22107,"['hazelnuts', 'salt', 'squash']"
22108,"['legs', 'syrup', 'sugar']"
22109,"['pepper', 'juice', 'ginger', 'spinach', 'yeast', 'nuts']"
22110,"['cubes', 'sugar', 'leaves', 'juice', 'yoghurt', 'oil']"
22111,"['chunks', 'snapper', 'beef']"
22112,"['paste', 'milk', 'cabbage', 'fritters', 'eggplants', 'pimento', 'drizzling', 'spice']"
22113,"['soda', 'dipping', 'milk', 'fish', 'essence']"
22114,"['steaks', 'cucumber', 'pepper']"
22115,"['saffron', 'beer', 'seeds', 'carrot', 'flour', 'tortillas']"
22116,"['margarine', 'jam', 'pork', 'slivers']"
22117,"['blender', 'tomatoes', 'strand', 'crisco', 'dough']"
22118,"['half', 'sauce', 'curry', 'cubes', 'parsley', 'tomatoes', 'stock']"
22119,"['almonds', 'noodles', 'chili', 'cocoa']"
22120,"['yeast', 'flakes', 'beans']"
22121,"['tenderloins', 'sauce', 'spaghetti', 'syrup', 'gum', 'mushrooms']"
22122,"['length', 'nuts']"
22123,"['chunks', 'rum', 'cherry']"
22124,"['pints', 'chiles', 'pepper', 'lemons', 'egg', 'heads']"
22125,"['gruyere', 'cheese', 'wedges']"
22126,"['milk', 'saffron', 'oil']"
22127,"['sauce', 'lettuce']"
22128,"['broth', 'flakes', 'flour', 'onions', 'breasts', 'rds', 'soymilk', 'chocolate']"
22129,"['rice', 'oil', 'kelp']"
22130,"['slices', 'okra', 'sausage', 'cauliflower', 'sugar']"
22131,"['boneless', 'marshmallows', 'potatoes', 'wine', 'chips', 'sauce']"
22132,"['apricots', 'paste', 'coloring', 'nuts', 'broth', 'shanks', 'flakes']"
22133,"['choice', 'mix', 'water', 'pepper']"
22134,"['sprouts', 'pepper', 'cheese', 'cherries', 'granules', 'cauliflower', 'wine', 'sauce']"
22135,"['wedges', 'turnips', 'syrup', 'molasses', 'hearts', 'chili']"
22136,"['tomatoes', 'olives']"
22137,"['coffee', 'egg']"
22138,"['syrup', 'flakes', 'sauce', 'beans', 'seasoning', 'vegan', 'weed', 'pepper']"
22139,"['vinegar', 'crusts']"
22140,"['pods', 'pastry', 'leaves', 'fat', 'wine', 'beef']"
22141,"['greens', 'cream']"
22142,"['water', 'prawns', 'flour']"
22143,"['oil', 'fennel', 'casings', 'paste', 'cheese', 'rice']"
22144,"['sauce', 'apple', 'matzo']"
22145,"['chili', 'linguine', 'arugula', 'oil']"
22146,"['water', 'seasoning', 'soup', 'milk', 'fillet', 'potato', 'topping']"
22147,"['olives', 'sauce', 'egg']"
22148,"['rice', 'salt', 'herbs', 'tomato', 'pepper', 'mayonnaise', 'half', 'squash']"
22149,"['herbs', 'round', 'flakes']"
22150,"['leaves', 'seasoning', 'mushrooms', 'potatoes', 'beans', 'lemon', 'size']"
22151,"['cornmeal', 'rice', 'coriander', 'onion', 'flour', 'leaf', 'bread', 'salami']"
22152,"['yeast', 'onions', 'egg', 'ice', 'plantains']"
22153,"['sprigs', 'radishes', 'cheese', 'meat']"
22154,"['meat', 'sherry', 'potatoes', 'membranes', 'capers', 'whiskey', 'paper']"
22155,"['beans', 'cheese', 'cranberries', 'extract', 'sauerkraut', 'strips']"
22156,"['kumara', 'sauce', 'pistachios', 'pepper', 'broccoli', 'seeds', 'curry', 'rind']"
22157,"['orange', 'mustard', 'cheese', 'tzatziki', 'sauce', 'gingerroot', 'garlic']"
22158,"['strips', 'vinegar', 'bread', 'ketchup', 'milk']"
22159,"['broth', 'slices', 'leaves']"
22160,"['juice', 'pastry']"
22161,"['ketchup', 'oil', 'peel']"
22162,"['coffee', 'tartar', 'raisin', 'flour', 'fat', 'turmeric', 'hoagie']"
22163,"['milk', 'juice', 'flour', 'sage', 'marnier', 'seed', 'mushrooms']"
22164,"['pods', 'vanilla']"
22165,"['beans', 'chili', 'crisco']"
22166,"['marsala', 'sesame', 'ketchup', 'squash']"
22167,"['raisins', 'oil', 'orange', 'eighths', 'cubes', 'meat', 'tequila']"
22168,"['breadcrumbs', 'veal', 'turkey', 'scallion', 'mix', 'syrup']"
22169,"['raisins', 'stock', 'cilantro', 'mushrooms', 'pistachios', 'cream', 'onion', 'oil']"
22170,"['stock', 'bean', 'lamb', 'onion', 'leaves']"
22171,"['vinegar', 'sausage', 'radicchio', 'potatoes', 'lettuce']"
22172,"['crumbs', 'cheese']"
22173,"['spinach', 'olive', 'size']"
22174,"['tenders', 'peas', 'temperature', 'oil', 'vanilla']"
22175,"['cream', 'chives', 'sauce', 'pepper', 'capsicums']"
22176,"['seed', 'chili', 'pepper', 'noodles', 'lengthwise', 'eggs', 'liqueur']"
22177,"['honey', 'olives', 'bread', 'garlic', 'half', 'bacon', 'skirt', 'choy']"
22178,"['linguine', 'sauce', 'butter', 'wine', 'juice', 'sugar', 'onion']"
22179,"['cabbage', 'sausage', 'parsnips']"
22180,"['pepper', 'butter', 'flour']"
22181,"['syrup', 'recipe', 'wedges', 'rice', 'thyme', 'chicken']"
22182,"['tartar', 'seed', 'spinach', 'cabbage', 'jicama']"
22183,"['sauce', 'liqueur', 'paste']"
22184,"['onion', 'dates', 'mushrooms', 'poultry', 'fish', 'salt', 'flour']"
22185,"['mushrooms', 'cubes']"
22186,"['notes', 'raisins', 'grapes', 'paprika', 'info', 'garlic', 'oil']"
22187,"['cheese', 'capsicum', 'mustard', 'sprigs', 'thyme', 'tortillas', 'corn']"
22188,['onion']
22189,"['cheese', 'vodka', 'oil', 'noodles', 'coffee']"
22190,"['manie', 'blueberries', 'salt', 'beef']"
22191,"['paste', 'rounds', 'coconut', 'leaves']"
22192,"['tortillas', 'extract', 'shrimp']"
22193,"['oil', 'ginger', 'cocoa', 'spinach', 'paste']"
22194,"['veal', 'halves', 'bite']"
22195,"['chickpeas', 'leaf', 'yogurt', 'cheddar']"
22196,"['raisins', 'corn', 'squash', 'tenderloin', 'asparagus', 'cream', 'potato']"
22197,"['cheese', 'wine', 'scallops', 'corn']"
22198,"['yeast', 'water', 'thyme']"
22199,"['shoots', 'macaroni', 'raspberry', 'onion', 'greek']"
22200,"['cocoa', 'cheese', 'potatoes', 'beans', 'seeds']"
22201,"['chili', 'almonds', 'vinegar']"
22202,"['cocoa', 'paprika', 'peas', 'halves', 'cheese', 'liqueur', 'mushrooms']"
22203,"['onion', 'syrup', 'cheese', 'spinach', 'peas']"
22204,"['cheese', 'flour', 'paste', 'mace', 'cucumber', 'temp', 'ground']"
22205,"['sausage', 'anchovies', 'vinegar', 'handful', 'cheese']"
22206,"['vinegar', 'salt', 'seasoning']"
22207,"['spinach', 'chicken', 'cornstarch', 'cabbage', 'raisin', 'cheese', 'turnip']"
22208,"['beets', 'basil']"
22209,"['meat', 'chilies', 'lemonade', 'mushrooms']"
22210,"['pepper', 'almonds', 'chiles', 'cherry']"
22211,"['sauce', 'pimientos']"
22212,"['cubes', 'soup', 'mushrooms', 'rice']"
22213,"['onions', 'chocolate', 'cheese']"
22214,"['leaves', 'artichokes', 'greens', 'guacamole', 'seed', 'parsley']"
22215,"['buttermilk', 'tomatoes', 'pepper', 'flakes', 'cornflour', 'relish']"
22216,"['directions', 'cheese', 'juice', 'peppers']"
22217,"['salt', 'mayonnaise', 'garlic', 'tea', 'pith', 'chiles']"
22218,"['noodles', 'sprig', 'sauce', 'crabmeat', 'oil', 'cheese', 'hazelnuts']"
22219,"['cornmeal', 'horseradish', 'fennel', 'sauce', 'thyme', 'tomatoes', 'vinegar']"
22220,"['sugar', 'inches', 'juice', 'topping', 'florets', 'allspice']"
22221,"['msg', 'substitute', 'use', 'mix']"
22222,"['beans', 'eggplant', 'fresco', 'spaghetti', 'flour']"
22223,"['shoots', 'juice', 'pistachios', 'tartar']"
22224,"['tip', 'pepper', 'salmon', 'mix', 'tomatoes']"
22225,"['soda', 'cream', 'chips', 'cocoa', 'beans']"
22226,"['liqueur', 'sauce', 'cheese', 'chutney', 'onion']"
22227,"['extract', 'fish', 'sauce', 'butter']"
22228,"['oil', 'rice', 'cheese', 'jam', 'egg', 'raspberries', 'sauce']"
22229,"['coriander', 'apple', 'cider', 'cheese', 'apples']"
22230,"['oil', 'wine']"
22231,"['floret', 'olives', 'sugar', 'rice']"
22232,"['bite', 'chicken', 'flour', 'paste', 'spray', 'beer', 'seeds']"
22233,"['oil', 'pinch', 'cm', 'g', 'cream', 'seeds', 'sauce']"
22234,"['segments', 'butter', 'oil', 'pepper', 'salad', 'tomatoes', 'florets']"
22235,"['cube', 'stock', 'pod', 'oil', 'peppercorn', 'pork', 'baking']"
22236,"['cashews', 'sugar', 'onion', 'vinegar']"
22237,"['dough', 'oysters']"
22238,"['marshmallows', 'egg', 'oil', 'flakes', 'quarters', 'beef']"
22239,"['flakes', 'vinegar', 'butter', 'cheese', 'chunks', 'flour']"
22240,"['bars', 'fennel', 'eggplant', 'syrup', 'okra', 'seed']"
22241,"['pepper', 'cheese', 'onions', 'chili', 'peppers']"
22242,"['paprika', 'bite', 'greens', 'paste', 'sauce', 'spinach']"
22243,"['molasses', 'tea', 'curry', 'salt', 'flour', 'sauce', 'ginger', 'espresso']"
22244,"['leaves', 'cubes', 'barley']"
22245,"['pasta', 'vodka', 'yogurt', 'leaves', 'buttermilk', 'shoulder', 'vinegar']"
22246,"['mozzarella', 'mandarin']"
22247,"['onion', 'mushrooms', 'cubes', 'pith', 'paprika', 'olives', 'rhubarb']"
22248,"['curry', 'slices', 'ghee', 'asafoetida', 'olives']"
22249,"['beans', 'shallot', 'cream']"
22250,"['crumbs', 'lemons', 'ben', 'leaves', 'paprika']"
22251,"['inches', 'paste', 'salt', 'cubes']"
22252,['pepper']
22253,"['cilantro', 'weight']"
22254,"['chestnuts', 'pepper', 'sauce', 'wine', 'chilies', 'cheese']"
22255,"['milk', 'pumpkin', 'flour', 'halves']"
22256,"['cumin', 'tortilla']"
22257,"['blooms', 'parsley', 'pepper', 'campbell', 'oil', 'sauce', 'flour']"
22258,"['cheese', 'parsley', 'temperature', 'pepper', 'cumin', 'seed']"
22259,"['syrup', 'soup', 'sugar', 'cilantro', 'chachere', 'peach']"
22260,"['pepper', 'ginger', 'tip', 'olive', 'asafoetida', 'stems', 'casings', 'salsa']"
22261,"['tomatillos', 'soymilk', 'jalapenos', 'eggs', 'cherries', 'root']"
22262,"['chunks', 'vermouth']"
22263,"['sultana', 'pepper', 'sauerkraut', 'strips']"
22264,"['tomatoes', 'sauce']"
22265,"['g', 'egg', 'breads']"
22266,"['veal', 'dressing', 'oil', 'coconut', 'sirloin']"
22267,"['cutlets', 'juice', 'packages', 'chilies', 'nectar']"
22268,"['sugar', 'half', 'flavour', 'mix', 'bananas']"
22269,"['pod', 'crusts', 'cocoa', 'soup', 'thigh']"
22270,"['salt', 'mackerel', 'juice', 'cocoa', 'mirin', 'mint', 'rind']"
22271,"['rind', 'peppers']"
22272,"['syrup', 'leeks', 'cider', 'spaghetti', 'oregano']"
22273,"['mix', 'potatoes', 'oil', 'raisins', 'shoots', 'syrup', 'salt', 'vinegar']"
22274,"['soda', 'crusts', 'cream', 'tomatoes', 'blueberries']"
22275,"['leaves', 'sauce']"
22276,"['sauce', 'eggs']"
22277,"['syrup', 'chard', 'seed', 'shortening', 'grits', 'sausage', 'egg']"
22278,"['orange', 'slices', 'cheese', 'meat']"
22279,"['ketchup', 'breast', 'pepper', 'juice', 'cheese', 'coffee', 'extract', 'prosciutto']"
22280,"['sandwich', 'oil', 'strand']"
22281,"['chickpeas', 'pepper', 'cheese']"
22282,"['steak', 'cheese']"
22283,['beans']
22284,"['thickness', 'chilies', 'coriander', 'peel', 'pepper', 'fat']"
22285,"['sauce', 'florets', 'spaghetti']"
22286,"['sirloin', 'coriander', 'seeds', 'asparagus']"
22287,"['tomato', 'chilies', 'brisket', 'curry']"
22288,"['pepper', 'slices', 'flour', 'pimientos']"
22289,"['eye', 'spinach', 'adobo', 'seeds', 'oil', 'plate']"
22290,"['flour', 'tarragon', 'tortillas', 'guacamole']"
22291,"['root', 'paste']"
22292,"['eggplant', 'pepper', 'seed', 'syrup']"
22293,"['mushrooms', 'cornstarch', 'sauce']"
22294,"['currants', 'grape', 'browns', 'chilies', 'strips', 'half']"
22295,"['nuts', 'onion']"
22296,"['sugar', 'shank', 'flakes', 'soup', 'asafoetida']"
22297,"['sauze', 'sugar', 'sauce']"
22298,"['turmeric', 'buttermilk', 'chilies']"
22299,"['tomatoes', 'pasta', 'leaves', 'bite', 'pepper']"
22300,"['flour', 'cheese', 'brand', 'cream']"
22301,"['wedges', 'slices', 'cheese', 'nutmeg', 'crumbs', 'vodka', 'coriander']"
22302,"['vinegar', 'wine', 'flour', 'bread', 'noodles', 'chicken', 'stores']"
22303,"['leaves', 'consomme']"
22304,"['nuts', 'spears', 'mix', 'tomatoes', 'beans', 'bouillon', 'salad']"
22305,"['eggs', 'broth', 'mushroom', 'legs', 'chunks', 'chutney', 'butter', 'pepper']"
22306,"['beans', 'coffee', 'juice', 'peel', 'cabbage']"
22307,"['steak', 'half', 'olives', 'spinach', 'okra', 'seeds', 'cheese']"
22308,"['cube', 'tomatoes', 'molasses', 'sausage', 'cream', 'wine', 'oil', 'garlic']"
22309,"['chunks', 'leaves', 'onions', 'salt', 'cream', 'meat', 'pasta', 'yogurt']"
22310,"['chili', 'cheese', 'rice', 'spinach']"
22311,"['pepper', 'extract', 'endive', 'flavor', 'seasoning']"
22312,"['coffee', 'cajun', 'coconut']"
22313,"['cheese', 'cardamom', 'lemons', 'rice', 'yoghurt', 'pepper', 'peppers', 'bananas']"
22314,['mayonnaise']
22315,"['vinegar', 'cocoa']"
22316,"['drippings', 'wedges', 'chile', 'mushrooms']"
22317,"['stock', 'gelatin', 'vermicelli', 'juice']"
22318,"['cheese', 'bread', 'onion', 'food', 'lettuce', 'salt']"
22319,"['juice', 'honey', 'yoghurt', 'onion', 'sprig', 'egg', 'salt']"
22320,"['apple', 'mushrooms']"
22321,"['oil', 'vodka', 'mint']"
22322,"['broth', 'cheese', 'sirloin', 'honey', 'garlic']"
22323,"['beef', 'paste']"
22324,"['lobsters', 'granules', 'cheese']"
22325,"['substitute', 'yogurt', 'coriander', 'wrappers']"
22326,"['florets', 'juice', 'rind', 'cheese', 'ground']"
22327,"['ounces', 'chili', 'buttermilk', 'cheese', 'tortillas', 'nuts', 'oats']"
22328,"['g', 'liqueur', 'vegetables', 'cherry', 'florets', 'syrup', 'spinach']"
22329,"['eggs', 'granules', 'oil', 'leaves', 'note', 'meat']"
22330,"['pepper', 'pepperoni', 'milk', 'lentil', 'lentils', 'radish', 'bean']"
22331,"['fat', 'caraway', 'salt', 'parts', 'dough', 'sugar', 'guacamole', 'cheese']"
22332,"['sauce', 'soup', 'cream', 'lemongrass', 'oil', 'seasoning']"
22333,"['limes', 'oil']"
22334,"['chili', 'dice', 'okra', 'pepper', 'cream', 'tomatoes']"
22335,"['nuts', 'pepper', 'juice']"
22336,"['marmalade', 'eggplants']"
22337,"['leaves', 'vinegar']"
22338,"['sauce', 'soup', 'vinegar']"
22339,"['oil', 'wine', 'sauce', 'bread', 'flour']"
22340,"['quinoa', 'chili', 'water']"
22341,"['oil', 'fillet', 'cubes']"
22342,"['water', 'potato', 'cornstarch', 'butt', 'pecans']"
22343,"['seed', 'gooseberries', 'granule', 'shoulder', 'curry', 'fruits', 'sugar']"
22344,"['peas', 'husk']"
22345,"['fraiche', 'peaches', 'bananas', 'pepperoni', 'pumpkin', 'sugar']"
22346,"['juice', 'orange', 'leaf', 'ale', 'sprig', 'cumin', 'cream']"
22347,"['sauce', 'cheese']"
22348,"['chiles', 'skin', 'quinoa', 'cheese', 'tortillas', 'blend']"
22349,"['pears', 'lasagna', 'extract']"
22350,"['eggplant', 'onion', 'fries', 'beans', 'pepper', 'butter']"
22351,"['onion', 'vermicelli', 'beans', 'hamburger', 'sausage', 'parsley']"
22352,"['leaf', 'ones', 'chili', 'juice', 'pepper', 'walnuts', 'sauce']"
22353,"['strips', 'cabbage', 'whip', 'rum', 'beans', 'chile', 'cashews', 'stock']"
22354,"['olives', 'peppers']"
22355,"['starch', 'potatoes', 'foil', 'juice', 'stock']"
22356,"['vermouth', 'almonds', 'oil', 'beans']"
22357,"['sirloin', 'challah', 'wash', 'vegetable', 'mine']"
22358,"['cheese', 'pickle', 'salt', 'catsup']"
22359,"['dice', 'coloring', 'broth', 'egg', 'beans', 'oil']"
22360,"['sausage', 'oil', 'sprouts', 'tomatoes', 'sauce', 'pasta']"
22361,"['sugar', 'drambuie', 'buns', 'syrup']"
22362,"['cheese', 'vinegar', 'half', 'bay', 'sauce', 'leaf', 'stock']"
22363,"['jar', 'mayonnaise', 'sirloin', 'leaves', 'sugar', 'pepper', 'sheets']"
22364,"['paste', 'lemon', 'cheese', 'cubes', 'lime', 'mix']"
22365,"['parsley', 'marmalade', 'pith', 'mix']"
22366,"['cabbage', 'nutmeg', 'spinach', 'sauce', 'pepper', 'sprouts', 'vinegar']"
22367,"['shrimp', 'peas', 'paste', 'seeds', 'turmeric', 'leaves']"
22368,"['rice', 'oil', 'peel', 'fillets', 'yeast', 'currants']"
22369,"['tapioca', 'salt', 'liqueur', 'lime', 'mushroom']"
22370,"['sauce', 'fubergine', 'cheese', 'beets', 'spinach']"
22371,"['oil', 'sugar', 'chips', 'chile']"
22372,"['cookies', 'works']"
22373,"['mushrooms', 'drumsticks', 'hearts', 'flakes', 'turmeric']"
22374,"['liqueur', 'strips', 'oil', 'salt']"
22375,"['spinach', 'marinade', 'cubes', 'imitation', 'whiskey', 'peppercorns']"
22376,"['chips', 'saffron']"
22377,"['foods', 'blueberries', 'milk', 'paste', 'broth', 'tahini', 'fat', 'eggplants']"
22378,"['topping', 'jam', 'note', 'lemongrass', 'horseradish', 'seed']"
22379,"['pepper', 'corn', 'oil']"
22380,"['cheese', 'wrappers', 'soup']"
22381,"['accompaniment', 'noodles', 'ice', 'jam']"
22382,"['marnier', 'strips']"
22383,"['mustard', 'juice', 'crumbs', 'meat']"
22384,"['bake', 'racks', 'cream', 'quinoa', 'spice', 'yolk', 'halves']"
22385,"['buttermilk', 'mince', 'thyme', 'oil', 'marnier', 'seeds', 'cumin', 'florets']"
22386,"['peppers', 'sage', 'onion', 'raisins', 'half']"
22387,"['leeks', 'beef']"
22388,"['cream', 'flank', 'juice', 'substitute']"
22389,"['cream', 'flour']"
22390,"['adobo', 'sugar', 'pepper', 'vinegar', 'tomato', 'mix', 'oil', 'matchsticks']"
22391,"['seasoning', 'beans', 'seeds', 'lettuce', 'shoots']"
22392,"['rice', 'fruit', 'mustard', 'wine', 'stock', 'pepper']"
22393,"['chunks', 'oil', 'meat', 'spears']"
22394,"['noodles', 'sauce', 'lime', 'juice', 'sausages', 'spinach', 'cabbage', 'leaves', 'rice']"
22395,"['lard', 'cinnamon', 'coriander', 'salt', 'round', 'saland']"
22396,"['pecans', 'slices', 'stock', 'wine', 'sugar', 'mushroom', 'meal']"
22397,"['saffron', 'sodium', 'chocolate', 'spray', 'peas', 'beans']"
22398,"['tomatoes', 'yogurt', 'bread', 'sausage']"
22399,"['cheese', 'tomatoes', 'pepper', 'flakes', 'peas', 'size']"
22400,"['cabbage', 'salt', 'smokey', 'shoulder', 'syrup']"
22401,"['beef', 'flakes']"
22402,"['salmon', 'cream', 'cheese', 'tartar', 'essence']"
22403,"['paste', 'broth', 'wine', 'bread', 'syrup']"
22404,"['sauce', 'wine', 'bouillon']"
22405,"['peas', 'seas', 'style', 'olives', 'combination', 'mushrooms']"
22406,"['pasta', 'oil', 'spinach', 'whiskey', 'chunks', 'espresso', 'bratwurst']"
22407,"['walnuts', 'kind', 'lbs', 'sautee', 'peas', 'chilies', 'peppers']"
22408,"['pasta', 'nuts', 'blend', 'juice']"
22409,"['sauce', 'yogurt', 'liquid']"
22410,"['almonds', 'flakes']"
22411,"['berry', 'size', 'berries', 'sausage', 'paprika', 'avocados', 'chili']"
22412,"['beans', 'pea', 'peas', 'tea']"
22413,"['mussels', 'paste', 'broth']"
22414,"['seeds', 'juice', 'salt', 'orecchiette', 'size', 'tomatoes', 'sauce']"
22415,"['sprigs', 'pasta', 'chips', 'cashews']"
22416,"['fontina', 'cans']"
22417,"['pepper', 'wedges']"
22418,"['tomatoes', 'flour']"
22419,"['mix', 'potatoes', 'onion', 'yolks']"
22420,"['flour', 'fat']"
22421,"['water', 'pork', 'paprika']"
22422,"['yogurt', 'paprika', 'cheese']"
22423,"['tomato', 'lengthwise', 'blueberries', 'watercress', 'catfish', 'pepper', 'water']"
22424,"['floret', 'lime', 'cheese', 'sugar']"
22425,"['top', 'sugar', 'rind', 'cilantro', 'chilies', 'wine', 'rum']"
22426,"['chickpeas', 'pasta', 'cream', 'cheese']"
22427,"['sauce', 'slices', 'cilantro', 'oelek', 'tomatoes', 'broth', 'sprig']"
22428,"['potatoes', 'onions', 'apricots', 'cheese', 'marnier']"
22429,"['cheese', 'sprigs', 'leaves', 'cap']"
22430,"['pepper', 'cayenne', 'seed', 'soup', 'cheese', 'onion']"
22431,"['scallops', 'seasoning', 'cocoa', 'coriander', 'noodles', 'corn', 'tortilla']"
22432,"['feta', 'oil', 'olives', 'jar', 'dates']"
22433,"['rice', 'pasta', 'florets', 'hearts', 'strawberries', 'vinegar', 'tartar']"
22434,"['chiles', 'cheese', 'sugar', 'paste']"
22435,"['extract', 'wine']"
22436,"['juice', 'clove', 'ale', 'cheeses', 'cheese', 'cumin', 'cardamom']"
22437,"['chunks', 'beans', 'rounds', 'pepper', 'gin', 'coloring', 'zucchini']"
22438,"['pepper', 'rice', 'cilantro', 'tahini', 'cheese', 'fruit']"
22439,"['stock', 'clams', 'coloring', 'marjoram', 'spaghetti', 'slices']"
22440,"['tuna', 'basil', 'flakes', 'pasta', 'yeast', 'chilies']"
22441,"['sauce', 'cheese', 'carrots']"
22442,"['mint', 'walnuts', 'ice']"
22443,"['temperature', 'note', 'cheese', 'lengthwise', 'strawberries', 'parsley', 'jam']"
22444,"['paste', 'cubes', 'garlic', 'peach', 'yogurt', 'meatball', 'juice']"
22445,"['chestnuts', 'meat', 'apricot', 'chocolate']"
22446,"['chile', 'pepper', 'shortening']"
22447,"['mix', 'cider']"
22448,"['spaghetti', 'asparagus']"
22449,"['paste', 'olives', 'noodles']"
22450,"['escarole', 'solo', 'cream', 'cheese', 'olives', 'vermicelli', 'oil', 'water']"
22451,"['anchovies', 'catsup', 'cilantro', 'broth', 'chilies', 'chestnut', 'cheese', 'pasta']"
22452,"['garlic', 'cheese', 'turmeric', 'bananas', 'pepper', 'chicken']"
22453,"['flour', 'soymilk']"
22454,"['sugar', 'potatoes', 'peppers', 'lamb', 'cheese', 'parsley', 'paste']"
22455,"['syrup', 'coffee', 'mix', 'tenderloin', 'cornmeal']"
22456,"['jar', 'radish', 'drippings', 'vinegar', 'tea']"
22457,"['lemongrass', 'basil', 'cilantro', 'pasta', 'juice', 'bread', 'flakes']"
22458,"['slices', 'stem', 'flour']"
22459,"['bay', 'peas']"
22460,"['fillets', 'almonds', 'cheese', 'size', 'wedges', 'seeds', 'onions']"
22461,"['vinegar', 'stock', 'cookies', 'steak']"
22462,"['mix', 'emeril', 'nectar', 'onion', 'brine', 'lemon', 'hearts']"
22463,"['mayonnaise', 'juice']"
22464,"['extract', 'vanilla', 'tartar', 'peppers', 'flour', 'marnier', 'fillets']"
22465,"['pasta', 'salt', 'mussels']"
22466,"['pepper', 'pods', 'paste', 'rice']"
22467,"['saffron', 'cinnamon', 'hearts', 'carrots']"
22468,"['onion', 'macaroni']"
22469,"['chili', 'rice', 'cheese', 'spinach', 'leaves']"
22470,"['mushrooms', 'yeast', 'size']"
22471,"['bun', 'skillet']"
22472,"['rhubarb', 'salt']"
22473,"['paste', 'flakes', 'capsicum', 'cucumber', 'halves', 'tofu', 'ale']"
22474,"['beans', 'bitters', 'chips', 'moon', 'rice', 'ham', 'spaghetti', 'cheese']"
22475,"['bean', 'beans', 'seeds', 'vinegar', 'scallops', 'potato']"
22476,"['peppers', 'sauce', 'garlic', 'prosciutto', 'cheese', 'olives', 'salt']"
22477,"['rice', 'lavender']"
22478,"['rind', 'note', 'cookies', 'portions', 'tortilla', 'seeds']"
22479,"['kernels', 'turkey', 'mirin']"
22480,"['shrimp', 'oil']"
22481,"['blueberries', 'okra', 'chili', 'fettuccine', 'espresso', 'peel']"
22482,"['base', 'casings', 'ghee', 'chinks', 'shortening', 'shoulder', 'cabbage', 'masala']"
22483,"['seed', 'barley', 'salt', 'chunks', 'dice', 'champagne', 'parsley']"
22484,"['mix', 'vinegar', 'seeds']"
22485,"['grain', 'pepper', 'sprouts', 'chunk', 'mustard', 'milk', 'temperature', 'top']"
22486,"['seed', 'bacon', 'ribs', 'paprika', 'flour', 'mussels', 'pepper']"
22487,"['chickpeas', 'beans', 'shrimp', 'cheese', 'prosciutto', 'milk', 'oil']"
22488,"['leaves', 'juice', 'bread', 'peppercorns', 'oil']"
22489,"['cashews', 'turnip', 'pepper', 'cream', 'lengthways']"
22490,"['salt', 'yolk', 'vinegar', 'fat']"
22491,"['pepper', 'coffee', 'salsa', 'sausage', 'cream', 'tomatoes', 'pecans', 'syrup']"
