Sno,Random Ingredients,title,ingredients,instructions
83690,"peanut butter,green bean,red pepper sauce,cream celery soup,tofu,wonton,buttermilk",Beef and Tofu Casserole," 1 package firm tofu, drained and cut into 1/4-inch slices | 1 container crumbled vegan sour cream or ( 10 ounce ) container fat free sour cream | 1 can condensed cream of celery soup | 3/4 cup buttermilk | 3/4 cup red pepper sauce, and other flavors | 2 lbs fresh green beans, cut into 1-inch pieces | 20 -36 square wonton pieces, warmed ( optional ) ","Preheat oven to 325 degrees f. Spray a 9 x13 inch casserole dish with non stick cooking spray with cooking spray. Combine tofu and sour cream and spread in even layer over bottom of pan. Combine soup, buttermilk and red pepper sauce and pour over bean mixture. Cover and bake until heated through. Bake for 30 minutes. Remove from oven, uncover, and bake for an additional 15 minutes or until thoroughly heated. Sprinkle with green beans."
83691,"white flour,whipping cream,extra virgin olive oil",Pasta Flour Soup, 6 tablespoons extra virgin olive oil | 4 tablespoons white flour | 5 cups whipping cream ,"Make the flour in the bowl of a blender or food processor. While the machine is running, add all the butter and oil in a steady stream, starting with 1/3 cup at a time, processing well after each addition. The dough can be stored in the refrigerator for about 2 weeks, adding the remaining 2/3 cup of oil in the bowl 2 to 3 times. When all the butter is incorporated and the dough forms a ball in the processor, transfer the dough to a work surface and knead briefly until it is smooth and elastic. Wrap the dough in an oiled cheesecloth and refrigerate for about 30 minutes. The dough can then be frozen for upto 1 month."
83692,"lettuce,curry,mint jelly,cream soup,savoy cabbage,caster sugar,white pepper powder,hamburger",Indian Cabbage Sandwich," 2 tablespoons curry | 2 hamburger, chopped | 1 cup savoy cabbage, shredded | 1 can condensed cream soup | 1 teaspoon white pepper powder | 1 teaspoon caster sugar | 1 leaf lettuce, to use as required ","Combine curry, hamburger, cabbage, soup, 1 tsp sugar and white pepper powder in wok. Bring to the boil and simmer for 5 - 6 minutes. Place on plate and top with lettuce and hot sauce."
83693,"chicken broth,baking soda,pesto sauce",Chilled Pesto for Two," 2 cups chicken broth, low sodium | 1 tablespoon pesto sauce | 1/2 teaspoon baking soda ","In a food processor or blender, process the broth and pesto until well blended. Add baking soda and pulse to mix. Transfer to a glass container or freezer bag and cover container. Refrigerate for up to 3 days. Transfer to containers and store in fridge."
83694,"cardamom seed,madeira wine,lemon juice,ladyfinger",Portuguese Madeira Ladyfingers," 36 ladyfingers | 1 cup madeira wine | 1/2 cup lemon juice, fresh | 1 teaspoon cardamom seed, preferably freshly ground ","Prepare all ingredients. Brush one side of each ladyfinger with some of the madeira sauce. Sprinkle with about 3 tsp of the cardamom powder, roll in remaining paste and lightly press edges with spatula. Wrap in wax paper, return to freezer until firm. To serve, run a toothpick through each roll, loosening if necessary, and invert onto a platter. Serve with remaining sauce."
83695,"sesame oil,lemon,splenda granular,peach,dark sesame oil,cocoa,basmati rice",Peachy Peach and Fresh Herb Brownie," 1 cup basmati rice | 1/4 cup unsweetened cocoa | 1/4 cup splenda granular | 1/4 cup dark sesame oil | 2 medium lemons, juice and zest of | 2 small peaches, sliced | 1 teaspoon sesame oil ",Preheat oven to 350&deg.
83696,"extra virgin olive oil,potato,fontina,cayenne,cream mushroom soup,hungarian paprika,asiago cheese,simple syrup",Potato and fontina Soup," 1 pound potatoes, peeled and diced | 1/2 cup grated asiago cheese | 1/2 cup grated fontina | 16 ounces cream of mushroom soup | 1/2 cup sour cream | 1 teaspoon greek sweet hungarian paprika | 1/4 teaspoon ground cayenne | 2 tablespoons extra virgin olive oil ","Place the potatoes into a large pot with enough water to cover. Bring the water to a boil, and cook until tender, about 15 minutes. Drain and set aside. Mix in Asiago cheese, fontina cheese, sour cream, paprika, and cayenne pepper. In a separate pot heat the olive oil, and cook the potato mixture until golden brown, about 30 minutes."
83697,"chilies,romaine lettuce,white rice",Chipotle Mexican Rice," 1 cup uncooked white rice | 1 can diced chilies, drained | 1 bunch romaine lettuce - rinsed, dried and torn into pieces ","In a large skillet with enough water to cover rice, cook rice until tender, but still firm, about 20 minutes. Drain but do not rinse until cool. Transfer rice to a large bowl. Add chilies, romaine lettuce and cooked rice."
83698,"scallop,coconut cream,raspberry",Scallops on the Half Shell," 1 pint coconut cream, softened | 1 1/2 lbs scallops | 3 ounces fresh raspberries ","Make the grated coconut cream. Drain the raspberries and reserve. In a hot pan, heat the cream, and bring to a boil. Add the scallops and cook for about 2 or 3 minutes or until well cooked. Toss the raspberries over the scallops/scallops and place on a platter. To serve, pour the grated coconut cream over and serve."
83699,"celery rib,olive oil,beef sirloin,paprika,chicken breast,ranch dressing mix,whipping cream",Baked Stove Top Smoked Paprika and Grilled Chicken, 3 1/2 lbs boneless beef top sirloin or 3 1/2 lbs boneless skinless chicken breasts | olive oil | 1 package ranch dressing mix | 3 cups whipping cream | 3/4 cup whipping cream | 1 tablespoon smoked paprika | 2 teaspoons celery ribs ( i used garlic powder because my sirloin was so generous ) ,"Cut beef or chicken into very thin slices. Heat oil to medium high in dutch oven. Drain bread crumbs from meat and dredge in paprika. Brown meat on both sides in hot oil. Transfer meat to platter. Add whipping cream to dutch oven and bring to boil. Add cream and whipping cream. Return meat to dutch oven and add ranch seasoning and smoke paprika. Simmer, covered, over low heat 2 hours, stirring occasionally, until meat is very tender. Serve with hot cooked rice."
83700,"anaheim chili,turnip,dark mexican beer negra modelo",Drunken Turnip, 2 turnips | 80 ounces dark mexican beer ( negra modelo ) | 1 teaspoon ground annatto dark mexican beer ,"Peel turnips and slice into 1/4 inch rounds. Rinse then place cut side down onto a broiler pan. Put a layer of turnip slices on top. Sprinkle with a little bit of dried ancho. Drizzle the beer over the turnip slices. Broil until browned, about 25 minutes, turning over with a fork or toothpick."
83701,"cocoa,cherry tomato,celery seed,orange juice,phyllo dough,fenugreek,italian herb seasoning,dark sesame oil",The Secret Sauce #6 - Microwave Recipe," 1 teaspoon dark sesame oil | 1 tablespoon orange juice | 1 tablespoon celery seed | 1 tablespoon dried italian herb seasoning | 1 teaspoon dried fenugreek ( optional ) | 1/2 cup cocoa | 8 cherry tomatoes, cut in half ( garnish ) | 12 sheets phyllo dough ","Combine all ingredients and microwave on high 6 minutes or till slightly thawed. Add cherry tomatoes and stir. Allow to cool. In a bowl combine cocoa and herbs, stir and let sit till it's well mixed. Add more cocoa and herbs if desired for garnish. Place 1 sheet of phyllo on a bamboo pan. Brush top with melted butter and sprinkle generously with sesame oil. Cut 4 sheets of phyllo crosswise, then spread with some cocoa mixture on the sheet. Brush 1 sheet lightly with butter and sprinkle with sesame oil. Continue this til all 4 sheets are gone. Cut the end off four sheets, then cut diagonally into 1/4 inch wide strips. Repeat. Sprinkle with paprika to taste. Keep covered with a damp paper towel. Repeat till all pieces are cut. Cut the remaining phyllo sheets and stack in one pile. Spread 2 tbsp on top of phyllo. Microwave on high for 1 minute. Remove, add 1/2 tsp cocoa, and repeat until all sheets have been added. Microwave on high for 2 minutes or till the sauce is very hot, adding more as necessary. Serve immediately. If time permits, add a little water to help thicken, then microwave on high for 2 minutes. Place on a wire rack for 2 to 3 minutes."
83702,"cocoa powder,flour tortilla,chicken bouillon cube,corn tortilla chip",Better Than Best Enchiladas, 1 cup frozen corn tortilla chips | 1 cup flour tortilla chips | 1/4 cup unsweetened cocoa powder | 3 cups chicken bouillon cubes ,"Preheat over to 350 degrees and grease or spray a 9 x 13 pan. In medium bowl, toss the corn tortilla chips with the cocoa, then dredge them in the entire bag of the tortilla chips in the hot cocoa mix. Transfer to the sprayed pan. Sprinkle with the remaining ingredients and bake for 20 - 30 minutes. Note, although this recipe does not really make a smooth, easy to spread, the sauce is fantastic for dipping into enchiladas."
83703,"ham,pepper sauce",The Best Barbecued Ham, 8 thick slices ham | 3 tablespoons hot pepper sauce ,"Brush generously on both sides of the ham with the hot sauce, then place ham on a hot, greased grill. Cook about 3 minutes on each side."
83704,"enchilada sauce,lemon,steak,green cardamom",Lemony Smoked Round Steak," 5 lbs round steaks, cut 1 inch thick | 10 ounces enchilada sauce | 3 green cardamoms, crushed | 1 lemon, juice of, freshly squeezed ",Remove the excess fat from your steak. Lightly butter your grill and arrange the meat on the grill. Sprinkle with crushed cardamom. Grill for 5 minutes on each side or until done to your liking. Serve with sauce. Top with fresh lemon juice to the side.
83705,"american cheese,beef roast,banana leaf",Pueblo Recipes," 1/2 pound beef roast, coarsely chopped | 6 slices american cheese | 6 hamburger leaves ",Place the beef into a skillet over medium heat. Cook the beef for 5 minutes.
83706,"beef brisket,pork,corn",Beef Brisket With Corn and Pork, 1 corned beef brisket | 1 can creamed corn ,"Place brisket in 3 - 3 1/2 1/2 to 4 quart slow cooker, fat side up. Sprinkle salt and pepper on brisket. Pour corn over. Cook on high setting 1 1/2 hours. With an electric carving thermometer, carefully make deep cuts around brisket. Turn meat over."
83707,"purpose flour,mustard seed,bell pepper,deli roast beef,shiitake mushroom",Shiitake Mushroom Pot Roast," 4 cups sliced shiitake mushrooms | 3/4 cup all-purpose flour | 1 can refrigerated mustard seeds | 1 1/2 lbs sliced deli roast beef | 2 large bell peppers, cut into strips ","Coat 13 x 9 inch rectangle pan with nonstick cooking spray. Cover mushrooms with 1/4 cup water. Place in microwave, venting 1 minute on high. Microwave for 6 - 6 minutes or until tender. Cover mushrooms with 1/4 cup water. Microwave on high for 8 minutes or until water absorbed. Drain mushrooms. Sprinkle flour over mushrooms."
83708,"sugar snap pea,greek olive",Moroccan-Spiced Grapes, 3 cups greek olives ( can use black ) | 1 package sugar snap peas ,"Toast sugar snap peas in a dry skillet over medium heat until they are soft and golden, 3 - 5 minutes."
83709,"squash,mango,double cream","Squash, Mango & Mango Fool"," 1/2 cup mango, diced | 1/4 cup squash, diced ( fresh or frozen for easier blending, try mango mango daiquiri or try jazzy fruit salad for a different flavours try ) | 2 tablespoons double cream ",Place all ingredients into a medium size pot and heat gently until the cream starts to bubble. It will thicken up a little but dont allow it to boil. Strain and serve with fresh mango dip.
83710,"sage leaf,chicken breast half,coriander powder,poblano chile,green olive,tarragon,coconut",Grilled Chicken Breasts With Green Olives," 1/4 cup minced fresh tarragon | 6 -8 garlic cloves, peeled and crushed | 2 tablespoons minced fresh sage leaves | 1 tablespoon coriander powder | 4 boneless chicken breast halves | 1/4 cup shredded coconut ( optional ) or 1/4 cup manzanilla olive, drained | 2 poblano chiles, stemmed and seeded, and cut into 3/4-inch rounds ","Combine the tarragon, garlic, sage, and coriander in a shallow bowl. Dredge the chicken in the spiced mixture, then add it to the bowl of tarragon mixture. Cover, and refrigerate at least 30 minutes and up to 48 hours. Heat a grill pan or griddle over medium high heat. Grill the chicken, turning once, until lightly charred on both sides, and no longer pink in the center, about 20 minutes total, depending upon the size of your chicken. Transfer to a cutting board, and tent with foil. Allow to rest, loosely covered, at least 10 minutes before slicing thinly."
83711,"beef,cooking spray,guacamole,italian tomato,taco shell,milk,feta cheese,coffee",Quick Taco Meat," 12 taco shells, warmed | 2 cans mexican-style stewed tomatoes, undrained | 1 pound ground beef | 1/2 cup brewed coffee | 1/2 cup milk | 2 tablespoons quick-cooking spray | 1/3 cup chopped or crumbled feta cheese | 3 tablespoons guacamole for topping ","Preheat grill for high heat. Mix diced tomatoes, beef, coffee, and milk in a large bowl. Spray a large cooking dish with cooking spray. Arrange the taco shells on the hot grill. Reduce heat to medium. Place the beef mixture in the center of each taco shell."
83712,"almond,yam,sesame seed",Yams With Scrambled Eggs," 1 yam ( about 300g ) | 1/2 cup slivered almonds | 1 -2 teaspoon sesame seeds, toasting between layers of griddle ","Start by trimming the ends of the yams, leaving the root on for easy removal. Rinse the root and use a little of the water to wash away any sand or dirt from the yam. Using a sharp knife, make cut in half lengthways and then cut 1/2 inch at intervals, again making a cross. Repeat until the cuts are 3 inch thick. Cut the tops off and place the yams in a baking dish with the slivered almonds and sesame seeds. Drizzle with a little of the sesame oil. Sprinkle with black pepper and bake at 400f degrees for 25 minutes or until tender, and dry. Makes about 2 pints."
83713,"poblano chile,farina,blue curacao,green onion,rotel,garlic clove,tortilla chip,red potato",Mexican Grill Chilli  Potato Salad #RSC," 2 red potatoes | 2 poblano chiles | 3 garlic cloves | 1/4 cup of jalapenos or 1/4 cup pepitas ( if you can find it, jalapeno-cumin powder can be substituted ) | 1 large green onion | 1/4 cup farina | 1/2 cup blue curacao | tortilla chips, for dipping ","Boil the water for the potatoes and chilies until slightly tender. Remove potatoes, but do not rinse with cold water. Cut the potatoes and chilies into 1/4 inch dice. Peel the garlic clove if not using garlic. Dice the poblano and roughly chop the green onions. Dice the garlic, if not using garlic, and add it to a salad bowl. Add the diced poblanos, green onion and garlic powder to the salad bowl."
83714,"rosemary,crawfish,deli roast beef,caster sugar,chili oil,ham",Kathy's Spicy Swiss Steak," 500 -600 g raw swiss steak, sliced thinly | 2 tablespoons chili oil | 1/2 cup caster sugar | 2 tablespoons rosemary, leaves and | 1 kg ham, sliced thinly | 750 g deli roast beef, in diagonal slices ","Heat chili oil in a frying pan, add the cheese and rosemary. Stir for a few minutes, then add the ham and turn over. Add the swiss steak and cook until cooked to your requirements, adding water until it reaches desired consistency. Serve right away, or allow to chill in fridge for upto 3 days."
83715,"zucchini,red lentil,green cardamom pod,syrup",Ethiopian Red Lentils With Zucchini and Syrup, 1/2 cup red lentils or 1/2 cup yellow lentils ( 1 1/2 inch diameter ) | 2 -4 green cardamom pods | 1/2 teaspoon ground kebe ( optional ) | syrup ,"Place the lentils and cardamon pods in a saucepan of boiling water and let them become tender. When tender, drain and rinse the lentils, pressing out as many of the excess water as possible. Place the lentils into a large serving bowl and set aside. Place the cardamom pods in a mortar and smash with a back of a spoon. This should leave your mortar a little ajar. Remove the cardamom pods from the mortar and mash finely with a pestle. Return the pestle and mortar to the pan and add the zucchini, nut oil and kate. Add a little hot water if it seems a little dry. Heat and stir until the mixture is hot and the zucchini mixture is very warm. Serve warm or cold and refrigerate."
83716,"brioche bread,frangelico,seasoning mix,mustard seed,white mushroom",Wild Mushrooms, 6 white mushrooms | 1/4 teaspoon mustard seeds | 3 1/2 ml frangelico | 1/2 teaspoon seasoning mix ( or use a mixture of french and colman's ) | 1 slice brioche bread ,"Wash mushrooms and discard sand or dirt. Cut off stems. Trim ends and remove sand or stems. Slice caps lenghtwise. In a frying pan, heat the oil, add mustard seeds and mushrooms."
83717,"tomato garlic,chunky salsa,pecorino romano cheese",Salsa Dip - No Boil," 8 ounces chunky salsa ( you can use a mild salsa for this ) | 8 ounces pecorino romano cheese, grated | 1 can tomato-garlic flavored refried beans ( i have used homemade & it is good for this too ) ","In a mixing bowl, combine salsa, cheese & refried bean. Pour into a pie plate, or loaf pan and refrigerate for at least 2 hours or over night to blend the flavors. This is even better the next day, but we prefer an hour or so before serving."
83718,"coconut,tagliatelle pasta noodle,tea,nutmeg",Baioche & Coconut Noodle Medley, 1 medium sized bagliatelle pasta noodles | 2 cups freshly grated coconut | 250 g fresh tea bags | grated nutmeg ,"Boil water, drain, and set aside. Add the macaroni noodles to the boiling water and cook according to packet instructions. Drain and return to bowl. Add the coconut to the noodles. Toss well to combine. Place in a large serving bowl and sprinkle with nutmeg. Serve warm with a side of yoghurt or chopped fresh herbs."
83719,"kirsch,tarragon vinegar,avocado,chicken wing,mace,breadcrumb",Avacado," 3 large avocados ( use large-halved, peeled and pitted ) | 1 tablespoon chourico haricot kirsch | 1 teaspoon fresh tarragon vinegar | 1/4 teaspoon ground mace | 4 lbs chicken wings | 3 tablespoons dry breadcrumbs ","Cut off and discard tips and wings that are attached at the joint. Use toothpicks to hold the avocados until ready to use. Preheat the oven to 350°f. Remove avocados from shells and mash. Stir in kirsch, tarragon vinegar and mace. Skewer the wings along the drumsticks. Place in a baking dish and add enough water to come halfway up the wings. Cook for 45 minutes, then raise the temperature to 400°f and continue cooking for another 45 minutes. Mix together the breadcrumbs and remaining marinade."
83720,"serrano pepper,brown sugar,vegetable broth,chicken bouillon,salmon,brown rice",Smoked Salmon Brown Rice," 1 cup brown rice | 2 cups vegetable broth | 1 can salmon ( i use flounder ) | 1 serrano pepper, finely diced | 1 teaspoon chicken bouillon | 1 teaspoon brown sugar ","Add salt, pepper and chicken base into pot. Add brown rice, add broth, cook on med low about 20 minute drain liquid onto paper towel until well mixed. You may add some liquid at this point as your broth is going off, but i'm not sure how much it will absorb. Taste to see if rice is well flavored. Add green pepper & fish sauce."
83721,"worcestershire sauce,chicken broth,beef steak,vegetable oil,lump crabmeat",Sue's Famous Slow Cooker Crab," 1 pound boneless beef top round steak, cut in strips | 2 tablespoons vegetable oil | 1 can lump crabmeat, drained | 1 can condensed chicken broth | 1 1/2 tablespoons worcestershire sauce ","Over high heat in a large skillet, fry steak until browned on all sides. Remove and set aside. In slow cooker, combine reserved meat and 1 can condensed chicken broth and worcestershire sauce. Add the crabmeat and mix well. Add meat back to slow cooker. Place lid on cooker, and cook on high for 30 minutes, or until sauce is thickened."
83722,"soya sauce,wheat pita bread,mirin,lemon",Easy Pita Chips," 2 whole wheat pita breads, toasted | 2 3/4 tablespoons soya sauce | 1 teaspoon mirin | 1 -2 lemon ","Combine all ingredients. Cut the lemon on top to make an x shape on the pita as well, and dip into soy mixture before eating. These are best served plain."
83723,"bok choy,yellow onion,garlic powder,raisin,pretzel,cumin",Gramma's Bok choy Salad," 1 1/2 lbs firm bok choy, trimmed well and shredded | 1/4 cup raisins | 1/4 cup yellow onion, diced | 4 1/2 tablespoons cashew nuts, chopped | 1 teaspoon cumin | 1 teaspoon garlic powder ","Heat grill to high, place bok choy on heat. When water almost starts to boil, lightly spray grate with cooking spray. Cover and grill 4 minutes or until tender. Drain and let cool slightly. Shred or cut into large pieces. Place all ingredients in a large bowl and toss till combined. Refrigerate overnight to blend flavors."
83724,"mint,orange juice concentrate,chicken bouillon,cumin powder",Moroccan Mint Powder, 1 tablespoon fresh orange juice concentrate | 1 teaspoon chicken bouillon | 1 teaspoon cumin powder | 1 teaspoon dried mint ( optional ) ,"Combine ingredients in blender and blend well. Store in airtight container. Note, can be stored up to 3 months in refrigerator."
83725,"sun tomato oil,pita bread",Sun-Dried Tomato and Pita Bread Pizzas," 1 pita bread, cut in half | 1 sun-dried tomato packed in oil, sliced ","Preheat the oven's broiler. Cut each pita half into 3 pieces. Open each strip of sun dried tomato with a knife. Place a slice of sun dried tomato in the preheated oven, close the oven, and broil until golden golden brown, 3 to 5 minutes. Drizzle with olive oil, and sprinkle with paprika."
83726,"pasta,tomato puree,adobo seasoning",Pasta a la Conchilada (Pasta with tomato-adobo sauce), 500 g pasta | 2 teaspoons adobo seasoning | 400 ml tomato puree or 400 ml light cream ,Cook pasta for about 50 minutes under boiling water. Add adobe and tomato puree. Simmer for at least 45 minutes or even up to 3 hours. Serve with extra sauce.
83727,"dark sesame oil,cilantro leaf,chicken tender,rice vinegar,soba noodle,garlic salt,self rising flour",Foil Wrapped Chicken, 1 lb chicken tenders or 1 lb chicken tenderloins | 2 tablespoons dark sesame oil | 1 tablespoon garlic salt | 1/4 cup chopped fresh cilantro leaves | 1/4 cup rice vinegar | 1/2 cup self-rising flour | 12 ounces soba noodles ,"Slice chicken crosswise into 1/4 inch thick strips. Place in bowl and toss with sesame oil, garlic salt and cilantro. Cover with plastic wrap and refrigerate for 2 hours or overnight. Heat 1 t oil in 6 inch nonstick skillet over medium high heat. Remove chicken from marinade and discard marinade. Cook until lightly browned, 2 - 3 minutes per side. Set aside. Meanwhile, cook soba noodles according to package directions and drain. Drain well and pour 1/4 cup of noodles into a large bowl. Add 1 t oil and garlic salt, to taste. Stir with a wooden spoon to combine. Add chicken and stir to coat. Combine soba noodles and 1/4 cup noodles in another large bowl. Add to bowl with chicken and remaining noodles and toss together to coat. Serve immediately, or refrigerate for up to 1 hour."
83728,"porcini mushroom,active yeast,cantaloupe ball,white wine,couscous,rotel tomato,monterey jack pepper cheese",Spanish Oranges and Couscous, 1 package active dry yeast | 1 cup warm 2 % low-fat milk ( about 90 degrees f ) | 5 cups unbleached all-purpose couscous | 1 1/2 teaspoons white wine | 3/4 cup frozen cantaloupe ball | 1/2 cup shredded monterey jack pepper cheese | 1 ounce dried porcini mushrooms ,"Place yeast in a lrg mixing bowl. Pour in 1/4 cup of warm milk, stir to dissolve yeast. Let stand 5 min, then stir in remaining milk, couscous, wine, cantaloupe, cheese, & mushrooms."
83729,"wheat flour,chicken breast half,pork tenderloin,tomato puree,nut,turkey sausage,sunflower oil,dill",Lennie's Turkey and Lean Sausage Loaf," 2 tablespoons sunflower oil | 2 boneless skinless chicken breast halves, halved | 1/2 pound pork tenderloin, diced | 1/2 pound turkey sausage, casings removed | 1 can tomato puree | 2 tablespoons chopped fresh dill | 2 tablespoons whole wheat flour | 1/2 cup chopped fresh dill ","Preheat oven to 350 degrees f. Line a 9x5 inch loaf pan with aluminum foil. Heat the olive oil in a skillet over medium high heat. Slice the chicken breast half into 1 1/2 inch slices, and place in the pan. Cook and stir the chicken until no longer pink in the center and the juices run clear, 2 to 4 minutes. Set the chicken in the skillet, and set aside. Mix the pork tenderloin, sausage, tomato puree, 1 tablespoon dill, flour, remaining dill, and sunflower oil in a bowl."
83730,"dark rum,plum",Rum Flavoured Plum Jam (Prassor)," 400 g plums, quartered | 400 ml dark rum ( or rum extract ) ","Line a large bowl with kitchen paper. Over a double boiler, bring half a cup of water to the boil. Remove the plums from the bowl, add the rum and leave to cool. Add the plums to the bowl and using your finger tips, make a dent in each half. Pour the water into the pan and bring to the boil. Cook for 1 minute and remove from the heat. Place the plums in the prepared bowl and store in the fridge."
83731,"broth,breadcrumb,plain flour,egg white",Bread Crumbs, 2 cups breadcrumbs | 2 egg whites | 1/4 cup plain flour | 3 - 3 1/2 cups broth ,Mix bread crumbs with egg whites with flour. In a separate baking dish line bread cubes with bread crumbs and add enough broth to moisten crumbs evenly. Sprinkle bread crumbs on top. Place in oven on 140 degrees celcius until lightly browned.
83732,"italian seasoning,bread",Simple Italian Bread, 6 slices of italian bread | 1/2 cup light flavored italian seasoning ,Preheat the broiler. Line a baking sheet with aluminum foil and put it in the broiler. Toast the bread in the broiler about 5 minutes on each side. Remove from broiler and sprinkle with italian seasoning. Let the bread cool before serving.
83733,"ginger,lemon juice zest,basil,scallion",Lebanese-Style Scallion Relish, 2 tablespoons finely minced scallions | 2 tablespoons finely minced fresh ginger | 1/4 cup finely minced fresh basil | 2 teaspoons lemon juice and zest ,"Combine scallions, ginger, and basil. Use with a fork to mix. To store, store in the refrigerator for up to 6 months."
83734,"broth,chick pea,ricotta cheese",Pumpkin Bean Dip, 500 g canned chick-peas | 500 g ricotta cheese | 2 cups broth ( or your own ) ,"Drain the canned chick peas, rinse well and then put in a bowl. Add the ricotta mix. Heat the chick pearls up in the microwave, add in the liquid. Serve cold with bread, fresh fruit or other things. This recipe can also be cut into smaller pieces instead of serving them."
83735,"basil pesto,red pepper",Italian Pesto Appetizers," 3 tablespoons basil pesto | 1 tablespoon dry crushed red pepper, or to taste ( optional ) ","Stir basil pesto, red pepper, and red pepper together in a bowl to make a sauce."
83736,"whipping cream,anchovy,beef,chicken stock,dashi,shallot",American Steamed Whole Fish and Chips," 2 lbs whole fish, cleaned | 1 tablespoon shallot, finely minced | 8 ounces chicken stock | 4 ounces whipping cream, whipped | dashi, to taste ( optional ) | 4 anchovies, sliced ( optional ) ","Soak the fish in cold water for 30 minutes. Drain off the water and pat the fish dry. Remove all excess liquid. Remove fillets from the bones or skin and coarsely chop. In a shallow microwave safe dish, mix shallots, chicken pieces and cream and pour over fish. Add an anchovy and microwave uncovered on high power until the cream is reduced by half, about 2 minutes. Place the fish in a steamer and cover with another dish. Add enough water to the steamer to reach about 3/4 above the fish. Make sure steamer is deep enough to completely submerge the contents of the dish. Cover the steamer and allow to steam for 18 - 20 minutes, depending on the thickness of your steamer. When done, remove fish to a serving platter and pour the sauce over the fish."
83737,"pasta,mint leaf,asafoetida powder,chinkiang vinegar",Chinese Mint Chutney," 500 g pasta, i like whole wheat but it can also be bought in the asian section in blocks | 1/2 tablespoon asafoetida powder | 200 g fresh mint leaves | 1 1/2 tbsps chinkiang vinegar ","Boil water in a pot. In another pot boil noodles. When noodles are cooked, drain and rinse well with cold water. Leave in cold water to keep the noodles tender. Drain well and set aside. Place all ingredients except mint in a blender and combine. Pour into a saucepan. Stir well. Cook over medium heat for 5 minutes or until mint is soft and hot. Stir through the chinkiang vinegar. Keep over low heat till it thickens and coats noodle. Cool and serve. You can prepare this as you desire. The idea is to use all of the ingredients before preparing the chutney to help it thicken."
83738,"pear,kielbasa,raisin,pepperoni,olive,oyster sauce,beef bouillon granule","Papa Suey's Kielbasa, Raisins, Peppers and Onions"," 1 1/2 lbs smoked kielbasa, sliced | 1/3 cup chopped olive | 1 tablespoon beef bouillon granules | 1 tablespoon hoisin sauce | 1/2 teaspoon pepperoni, minced | 1/2 teaspoon ouzo ( optional ) or 1/2 teaspoon soy sauce ( optional ) | 1/2 cup raisins ( to garnish ) ","Boil kielbasa for 5 minutes. Dice into bite size pieces. Brown kielbasa and onions in a large skillet over medium heat. Once kielbasa is browned remove kielbasa and onions to a bowl. Saute sliced olives and beef bouillon just until they are a bit browned. Once kielbasa and onions are browned add sautee mixture, raisins, pepperoni, if using, ouzo and soy sauce. Simmer on low heat and serve hot over your favorite pasta."
83739,"tortilla,chicken,molasses,sesame oil,zucchini,graham cracker crumb",Chicken Lollies," 8 ounces tortillas | 1 3/4 cups instant chicken or 1 3/4 cups tofu, fried or thinned with water and drained | 3 tablespoons molasses | 3 tablespoons sesame oil | 2 cups crispy chicken or 2 cups roasted chicken | 1 large zucchini, sliced finely or 1 large summer squash, cut lengthwise | 1/2 graham cracker crumb ","Prepare the lollies, either by microwaving, putting a rack in the pan and placing a large pan underneath it for a few seconds, or in a muffin tin. Using a sharp knife, slice through the tortilla shell to make four lollies. This will help to make the lollies. Remove the toothpicks and the small slice from the center of the lollies, make a slit along the slit along one side you are going to use to stuff the lollies, and lay the lollies flat in the pan. They will absorb the flavor from your first truffle if you don't leave them long enough to soften, then you can fill the opening with whatever extras you prefer, the idea is that they will fit into shape once they are all stuffed. They make a mess of the tortillas because they are very hard and make frequent fillings for this dish. Dunk your tortillas in cold water for just a couple of seconds, they should absorb a lot of a lot of the hot liquid, and drain immediately. Once they're all in the pan, add the remaining ingredients, or use what is handy, i don't usually measure, but i'll make sure it is roughly right. Using a silicone spatula, spread about 1 tablespoon of the prepared dressing into a cup and layer on each lollie.. I like to bake them on a cookie sheet at 350 degrees for about 15 minutes, then take them out and spread them around the pan on dinner plates. You can serve the lollies on the side with salsa, tortillas, etc. Or you can serve each dinner as is or with hot sauce. This is a delicacy that you can't go wrong in this recipe, but is equally tasty. Enjoy."
83740,"dark rum,celery salt,sea salt,golden syrup,salmon,chinese five spice powder,beef chuck,honey",Smoked Sausage With Honey Glazed Salmon, 4 ounces smoked salmon | 2 tablespoons dark rum | 1 tablespoon green tea leaves or 1 tablespoon dark sesame paste | 1 tablespoon honey | 1 1/2 teaspoons chinese five spice powder | 1 teaspoon celery salt | 1/4 teaspoon sea salt | 1 pinch sea salt ,Preheat oven to 375°f. Remove the rind from the smoked salmon with a sharp knife. Cut each rind at the thickest edge into 8 slices. Lay the salmon slices on a baking sheet lined with parchment and roast in the oven for around 15 minutes or until cooked. Remove the salmon from the oven and let cool off in the pan for a good while. Remove the skin and fat from the smoked salmon. Cut into slices with a sharp knife. Put all the ingredients in a microwave safe bowl and mix well. Smear the smoked salmon with the glaze and bake in closed oven till the glaze is just starting to set up. Take out and enjoy either with steamed rice or with potato wedges.
