Sno,Random Ingredients,title,ingredients,instructions
44033,"rye bread,coffee powder",Irish Coffee Sandwich - Bread Machine, 2 slices rye bread | 4 teaspoons instant coffee powder ( optional ) ,"Place all ingredients in bread machine except bread and coffee, and select basic bread setting, such as white or whole wheat. Remove bread when bread turns out onto a cutting board or into a cutting board."
44034,"tart apple,creamy peanut butter,liquid smoke",Apple Puffs (For the Hot dog Xmas)," 12 cups tart apples, peeled, washed and chopped | 1/4 cup creamy peanut butter, smooth or jiffy natural | 2 teaspoons liquid smoke ","Prick apples several times with a fork, then set them out on a plate covered with foil while you prepare the rest of the recipe. Mash the apples with a fork. Stir in the peanut butter along with the liquid smoke. Store and store in the refrigerator for up to one week."
44035,"pancetta,catsup",Crispy Pancetta, 1 package pancetta | catsup ( optional ) ,"In a large skillet, fry pancetta until crisp. Remove pancetta from skillet and drain on paper towel. Spread catsup onto pancetta. Roll pancetta up and eat."
44036,"bicarbonate soda,beef tenderloin,egg yolk,red chilies,cabbage,aubergine,pasta",Aubergine Slice," 1/2 aubergine | 250 g cabbage | 2 red chilies | 12 beef tenderloins, minced | 4 egg yolks | 4 tablespoons bicarbonate of soda | 2 cups cooked pasta ","Finely dice the aubergine, cabbage and chillies and place in the freezer for 5 minutes until soft. Place the beef in a bowl, add the salt and pepper and mince finely. Stir in the egg yolks and bicarb soda until well mixed. Add in the pasta and mix. Spread the mixture into a slice tin and freeze once frozen. Allow to dry slightly before slicing."
44037,"oregano leaf,turmeric,cottage cheese,chicken stock cube,brown sugar,beef consomme",Cottage Cheese Tikkies," 1 can beef consomme | 1 beef stock cube, crushed | 1 can condensed chicken stock cubes | 1/2 cup brown sugar | 1/2 teaspoon dried oregano leaves | 1/4 teaspoon ground turmeric ","Place all ingredients, except the ground turmeric in a heavy based pan. Cover tightly and bring to the boil. Reduce the heat, and simmer for 50 minutes, until thickened. Serve in bowls and enjoy."
44038,"chinese egg noodle,half,italian cheese,saffron thread,green chili pepper,hungarian paprika,fine breadcrumb,serrano pepper",Saffron Noodle Bake," 1 package thin chinese egg noodles | 3 cups half-and-half, divided | 1 -2 teaspoon fine dry breadcrumb | 3/4 cup sweet hungarian paprika, divided | 8 ounces serrano peppers, finely chopped ( about 3-1/2 cups of a small green pepper packed roasted type ) | 4 1/2 ounces mild green chili peppers, finely chopped | 6 large dried hot italian cheese sticks, 1-inch by 2-inch, finely chopped | 1 large pinch saffron thread, crumbled ","Preheat the oven to 400º. Place noodles in a large pot of well salted, boiling water and bring to a boil. Stir occasionally until the noodles are just tender, about 5 minutes. Drain and set the noodles aside. While the noodles are boiling, in a small bowl, combine the half and half, 2 tablespoons of the paprika, 1 tablespoon of the garlic and 1 teaspoon each of salt and pepper. Spoon the noodles onto a large baking sheet which has been sprayed with cooking spray. Pour the 1/4 cup of the half and half mixture on the noodles. Sprinkle with the remaining 1 tablespoon of paprika. Mix well. Spread the bread crumbs evenly over the top of the noodles. Place 1/2 cup of the green peppers on the bread crumbs, 1 tablespoon of the chilies and 1/4 cup of the chili peppers. Sprinkle with the remaining 1 tablespoon of chilies and 1/4 cup of the cheese. Sprinkle the crumbled saffron over the top of everything. Bake, uncovered, for 20 - 25 minutes, stirring 2 - 3 times, until the cheese is slightly browned and bubbly. Cool for 10 minutes before serving."
44039,"pecan,halibut steak,cream cheese,serrano chilies,cauliflower,olive",Grilled Halibut with Mexi-Cream Cheese Relish #5FIX, 1/2 cup reduced-fat cream cheese | 1/2 cup diced ripe olives | 1/2 cup chopped pimento stuffed olive | 2 teaspoons chopped pickled serrano chilies | 1 cup chopped cauliflower | 6 ounces halibut steaks ,"In a medium bowl, combine cream cheese, olives, chilies, and cauliflower."
44040,"tennis biscuit,white onion,honey,graham cracker,dill sprig,okra,raspberry,parsley",Okra and Okra Snack Snack Packets," 1 lb raspberries | 6 tablespoons honey | 2 tablespoons chopped white onions | 3 packages goya tennis biscuits | 4 -7 cups frozen okra | 1 package graham crackers, grated | 1 bunch fresh parsley, chopped | dill sprigs, optional ","Preheat oven to 400 degrees. Mix the first 5 ingredients together. Spread the mix evenly onto a piece of parchment paper, and spread out until it is 1/4 inch thick or more. Bake for 5 - 10 minutes, until crust is brown."
44041,"pine nut,celery,half,mandarin orange,italian salad dressing mix",Italian Pine Nut Salad," 1 can mandarin oranges, in the juice, drained. | 1 package italian salad dressing mix | 1 cup half-and-half ( use 2 tbsp less if you wish ) | 1/4 cup pine nuts ( optional ) | 1 stalk celery, chopped fine ( optional ) ","Mix all ingredients together. Chill, serve over hot dogs or as an extra on a bagels bun."
44042,"cornish hen,amaretto,ranch dressing,turmeric,sambal oelek,sherry wine,baguette",Moroccan Chicken-And-Vegetable Sandwich," 1/4 cup sherry wine | 1/4 cup amaretto | 1 teaspoon turmeric | 8 cornish hens | 2 slices baguette, toasted | 2 tablespoons sambal oelek ( or sub other hot sauces ) | 1/4 cup ranch dressing ","In a small bowl, combine the sherry, amaretto and turmeric. Arrange the hens in a baking pan in a single layer. Brush with the sherry mixture. Bake in a 400 degree f oven for 45 minutes or until done. While the chicken is baking, toast the baguette slices. To serve, spread a thin layer of the sesame ranch dressing on each slice of bread. Place one hens on top and top with the baguette slices. Serve the chicken and sauce on the side."
44043,"rosemary,arrowroot,rye bread,pineapple,dark rum,ice",Smoked Fruit Sandwiches in Ramekins (Pate Yummo)," 250 g light dark rum | 10 g rosemary, sprigs | 25 g fresh pineapple, cut into 12 slices | 20 g fresh rye bread, cut into 12 sandwich slices | 1/4 teaspoon arrowroot | 2 ice ","Heat up the rum, rosemary and pineapple on a gas grill, or on the bbq grill. When simmering, lightly toast the rye bread and spread with the arrowroot. Divide the sandwich among the toasted sandwich rolls and drizzle with half the rum. If using the bbq option on the grill, or in a small baking dish lined with foil, bake the sandwich until the rolls are lightly browned and crisp."
44044,"polish sausage,black olive,red pepper flake",Danish Sausages, 5 lbs polish sausage | 1 package sliced black olives | 6 cups red pepper flakes ,"Cut your polish sausage into 1 cubes and put into a large pot. Cover your sausage with enough water to about two inches above the salt level. Bring to a boil. Turn heat down to med/low and put a lid on the pot, it will steam as it cooks. Cook the sausage for about 8 hours, skimming the water as needed. If it becomes dry and starts to burn, remove the lid for about a half hour. When sausage is cold, take off the heat and cut off any extra fat. Slice the sausage into 1 1/2 pieces. Add olives to sausage drippings. Add pepper flakes. Let simmer for about 15 minutes."
44045,"asparagus,cornflour,tomato juice,asafoetida powder,tilapia fillet,pastry",Fish & Asparagus Crispy (Fyi), 1 can diced tomatoes with juice | 1/8 teaspoon asafoetida powder. | 1/4 teaspoon cornflour | 1 tablespoon fresh tomato juice | 1 lb tilapia fillet | 1 pastry dough ,"Put the fish, cornflour, tomato juice, asafoetida and asafoetida into a food processor and process. It should have smallish chunks about 10 minutes. Heat oven to 400f degrees. Put the tilapia in a large baking pan, spread it with tin foil and bake for 10mins. It should be just starting to be crispy in the center. Put the fish onto a baking sheet and cover with a tin foil. Bake for 10mins or till the fish flakes easily. Take out and put to one side. Take the tin foil off, leave it on the fish to cool slightly before you make the crispy topping. Sauce."
44046,"raisin bread,graham cracker crumb,coffee",Mexican Bread Snack Bread," 4 loaves raisin bread or 4 any other bread, cut into cubes | 1 cup brewed coffee | 2 -3 tablespoons graham cracker crumbs, for coating bread ",Cover bread cubes with coffee. Sprinkle cracker crumbs on top. Press on crumbs pressing on crumbs. Bake in 350 degree oven until golden brown.
44047,"turmeric,teriyaki sauce",Teriyaki Sauce, 3/4 cup teriyaki sauce ( store bought ) | 1/4 teaspoon turmeric ,"Mix all ingredients, adding more sauce, if desired to taste."
44048,"oregano leaf,eggplant,spaghetti,garlic powder,turnip",Spaghetti With Eggplant and Turnips," 8 ounces spaghetti | 1 tablespoon garlic powder | 1 tablespoon dried oregano leaves | 2 medium turnips, peeled and halved lengthwise | 1 medium eggplant, peeled and cut into 1-inch cubes ",Preheat oven to 400 degrees f. Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente.
44049,"water,pork sausage link",Easy Crockpot Sausages and Onions, 2 lbs pork sausage links | 1/2 cup water ,Cut meat into 1/4 or 1/2 inch slices. Put into the crockpot. Add the water. Cover and cook on the low setting for 8 hours.
44050,"jicama,quinoa,cumin,pork,kosher salt,tomatillo",Quinoa and Pork With Tomatillas and Jicama," 2 1/2 cups jicama ( yellow fingerling sugar cane ) | 2 cups chopped tomatillos | 1 1/2 teaspoons kosher salt | 1 1/2 lbs lean ground pork | 1 tablespoon ground cumin | 1 cup quinoa, rinsed ","Combine jicama, tomatillos and 1 1/2 teaspoons salt in a medium saucepan. Cover with water, bring to a boil, cover and reduce heat to low. Simmer 2 hours or until thick but still firm. Drain and discard jicama. Place pork in 8 inch nonstick skillet. Sprinkle with cumin. Cook over medium high heat 5 minutes, or until just cooked through. Combine pork and tomatillas."
44051,"beef bouillon granule,beef tenderloin,avocado,pesto sauce,black cardamom pod,vanilla,beef stew meat,broccoli floret",Persian Beef and Broccoli," 2 beef tenderloin | 1 teaspoon beef bouillon granules | 2 teaspoons beef bouillon granules | 1/4 teaspoon ground cardamom pod, or to taste | 1/4 teaspoon ground black cardamom pod, or to taste | 1 can refrigerated prepared pesto sauce | 1 medium avocado - peeled, pitted and sliced | 8 ounces frozen broccoli florets | 1 cup grated sharp provolone cheese or provolone cheese for topping ","Preheat oven to 400 degrees f. Place beef tenderloin in a 3x9 inch oval baking dish. Combine the beef broth, granules, cardamom and black cardamom in a small bowl. Pour into the dish. Smooth top with a spatula. Bake in the preheated oven until the meat is browned and the sauce is thick and bubbling, about 45 minutes. An instant read thermometer inserted into the center should read 140 degrees f. Cut into 1 cubes. Serve over the provolone cheese or serve as a sandwich spread."
44052,"hash brown potato,walnut,pineapple juice,butternut squash,poblano chile,cinnamon",Spicy Mexican Quinoa Casserole," 1 1/2 lbs butternut squash, cut in half ( or 1 2 1/2 c pumpkin, cut up into 1- 1/2-inch pieces ) | 1 lb small poblano chile ( or anaheim or jalapeno or more! ) ( optional ) | 1 can crushed pineapple with juice ( or more! i sometimes use pineapple chunk ) | 1 1/3 cups toasted sliced walnuts ( optional ) | 1 1/2 teaspoons cinnamon | 2 cups uncooked sweet potato wedges or 2 cups diced peeled potatoes ","Heat oven to 400f degrees. Spray 13x9 pan with cooking spray. In a large skillet, add butternut squash/pumpkin and a few poblans, if using, and cook, covered, with lid, for 5 minutes. Remove lid. Stir. Add pineapple & juice. Stir. Mix. Set aside. In a mixing bowl, add sweet potato wedges, walnuts or pineapple and cinnamon. Stir. Drain squash/pumpkin well, reserving juice mix. Spoon potato mixture in sprayed pan. Cover. Bake for 30 minutes, or until hot and bubbly. Sprinkle top with cinnamon and serve immediately."
44053,"salsa,baby spinach,vegetable oil cooking spray,olive oil",Tasteedy Spinach, 500 g baby spinach | vegetable oil cooking spray | 1/3 cup salsa | 1/2 cup olive oil ,"Preheat oven to 200'c or 160'c if fan forced. Place the spinach in a single layer on 2 lightly greased baking trays. Spray with oil. Bake, stirring every 5 - 8 minutes or until spinach has just wilted and starts to dry. Turn out onto a towel and spread the spinach on a large plate, loosely packed together. Serve with salsa."
44054,"cottage cheese,chicken stock vegetable,balsamic vinegar",Cottage Cheese and Balsamic Soup, 2 cans condensed chicken stock or ( 15 ounce ) cans vegetable stock | 100 g cottage cheese | 1 teaspoon balsamic vinegar ,Add all of the soup ingredients into a saucepan and bring to the boil. Reduce heat and simmer on lowest heat for 2 hours. Add balsamic vinegar and serve.
44055,"sherry,sesame seed,red capsicum,parsley,pecan",Red Capsicum Stir-Fry," 1 tablespoon roasted sesame seeds | 1 tablespoon roasted pecans | 1/4 cup fresh parsley | 100 g red capsicums, very thinly sliced | 1 tablespoon dry sherry ",Toast sesame then cool and crush in a mortar. Add remaining ingredients and stir fry until capsicums are heated through.
44056,"gruyere cheese,topping,tamarind paste,thyme",Tamarind Mousse," 1 cup tamarind paste | 1 1/2 cups shredded gruyere cheese | 1 teaspoon chopped fresh thyme | 1 container frozen whipped topping, thawed ","Soak tamarind pulp in 1/4 cup warm water until soft. Combine tamarind pulp and about 1/2 cup of the cheese in a food processor until smooth. Add 2 cups water and process until smooth, about 3 seconds. Mix in remaining cheese and thyme and blend well. Chill while preparing the topping. Using a small spoon, spread about 1 cup of whipped topping on the bottome and top with 1/2 cup tamarind mixture. Repeat with remaining whipped topping."
44057,"garlic,grand marnier,cream,farfalle pasta,broth",Farfalle With Cream Sauce, 2 cups dry farfalle pasta | 2 3/4 cups beef broth ( from cooking the meat ) | 6 tablespoons sour cream | 1 tablespoon minced garlic | 1 tablespoon grand marnier ,"Cook the pasta to your preferred doneness as directed on the box. Drain and set aside. Mix broth with sour cream. Mix hot cooked pasta, sauce and garlic into sauce and serve over pasta. Yum."
44058,"lime wedge,basil leaf",Homemade Basil and Lime Dipping Sauce," 10 large basil leaves, washed and dried, stems trimmed | 6 fresh limes or 6 lemon wedges ","Wash basil and dry using a cloth. Slice into slivers. Put basil leaves in a small saucepan. Pour enough water and lime juice to cover. Bring to boil then turn down to low and let simmer for 10 to 15 minutes. Remove from heat. Drain and cool basil. You can refrigerate for up to 2 days before using. To serve transfer to a glass jar with a tight lid or plastic bag. Cover and store for up to one year. Note, do not refrigerate basil leaves that have not been thawed or they will break apart."
44059,"white bread,vegetable bouillon cube,ramen noodle,brown rice,baby spinach",Crunchy Rice Spinach Sandwiches," 1 bag baby spinach | 3/4 cup brown rice, cooked | 2 vegetable bouillon cubes | 1 package of ramen noodles, dry ( ramen style ) | 1 slice of white bread ","Boil a large pot of water and add the salt. Blend the rice with 2 cube of vegetable bouillon in a blender, adding a little water if the soup is too thick. Add in the ramen noodles. You may like to add about 2 handfuls of spinach to the rice if you’d like. Place the bag of rice into a large bowl, and pour in the noodles. Let sit for 5 minutes. Break the bread in small chunks and lightly toast it in the oven at about 400 degrees for the last minute or two of toasting. Spread the rice evenly on the toasted bread, about 2 tbsp. Topping, if needed. Eat, but if preferred, serve the rice immediately."
44060,"cabbage,meat,grain",Cabbage (Shchi) Soup, 1 cup shredded cabbage | 1 cup shredded meat | 4 cups chopped cooked meat ,Combine all ingredients.
44061,"parsnip,shallot,black sesame seed,ice cube,cilantro,bean,macaroni",Macoyin (Macadamia Nuts," 8 ounces canned macaroni or 8 ounces linguine | 1/4 cup shallot, chopped | 1 bunch fresh parsley, chopped | 1/4 cup cashews ( such as macadamia nuts ) | 2 1/2 cups ice cubes | 2 tablespoons black sesame seeds | 1/2 cup fresh cilantro, chopped ","In a large bowl, combine the macaroni, shallots, parsley and cashews. Add ice cubes, and mix well. Divide the macaroni mixture among six tall serving bowls and top with sesame seeds and cilantro."
44062,"vegetable bouillon,rye bread",Fychi (Yummy Bread With Cheese)," 100 g whey ( for frying ) | 1 teaspoon vegetable bouillon, powder ","Heat a pan on high. Warm up the whey till it is at the boiling stage. Place the bowl on the pan and pour over the warm whey. The bubbles will be released but will not rise. Cook over medium heat till the top looks dry and golden brown. It should take about 10 mins on high and 15 mins on low. Remove from heat and let cool. Once cooled, dust with little confectioners sugar. Variation, add some garlic powder. Variation, add pepper flakes to the cheese and bread mixture if desired."
44063,"chili pepper flake,chicken,lemon peel,radish,lime juice zest,pomegranate,ice water,garlic",Moroccan Chicken Salad (No Mayo)," 1 cup cooked chicken | 1 tablespoon finely grated lime peel | 2 tablespoons fresh lemon peel | 1 1/2 tablespoons finely minced garlic | 1/3 teaspoon dried chili pepper flakes | 1 tablespoon fresh lime juice ( from 1/2 fresh lime ) | 1 tablespoon finely minced radish | 1/2 cup ice water | 4 -6 radishes, trimmed to 1/4-inch slices on the bias ","To prepare dressing, pulse the first 6 ingredients in a food processor or blender until the mixture is the texture of a thin dip, about 1 minute. Using a handheld blender or 2 tablespoon measuring mitts, carefully pour the water through the opening in the mitts and process again until the water comes out about 1 1/2 tablespoons. Transfer the dressing to a small bowl and add the radishes. Toss the salad with the dressing and serve."
44064,"albacore tuna,coriander powder,squid",Calimyrna Nyi," 1 lb fresh squid ( or other seafood ) | 1 lb albacore tuna ( or other white white ocean fish ) | 2 tablespoons coriander powder ( also called masala ), for colour ","Wash and clean squid, cut into bite size pieces. Slice small pieces. Cut albacore tuna into pieces and combine in large pot with fish and some of the chopped coriander powder. Put lid on pot and leave on heat for 10 min at low heat. Don't stir or touch pot and leave for 7 - 10 minute check if it is cooked to your taste. Don't forget to taste and see if it is.."
44065,"orange juice,tamarind pulp,khoya,banana,beef broth,cajun seasoning",Maharaja Beef Patties (Beans)," 1/2 cup beef broth | 12 ounces khoroya, cut on grain and crushed | 1 small banana, crushed | 1 -2 tablespoon orange juice | 1 1/2 teaspoons cajun seasoning | 1 tablespoon tamarind pulp ","Combine beef broth, kharoya and spices in a small saucepan and heat over low heat until the broth is almost dry. Add the mashed banana, stir and heat until banana is incorporated and the mixture is reduced a little, about 10 minutes. Add tamarind pulp and warm through for a minute or two. Pour the meat mixture into shallow serving bowls and place warm banana mixture in the center."
44066,"wheat,vodka,mushroom,leg lamb,bell pepper,greek yogurt",Greek Stuffed Boneless Leg of Lamb, 1 lb boneless leg of lamb | 1 tablespoon vodka | 1 cup greek yogurt | 3 tablespoons diced fresh mushrooms | 3 tablespoons diced bell peppers | 1 tablespoon chopped fresh mushrooms ,"Place each leg of lamb between 2 sheets of waxed paper and pound between paper towels until meat is about 1/4 inch thick. Trim off excess paper. Place on a baking sheet. In a resealable bag, combine vodka and greek yoghurt."
44067,"chicken breast half,baking potato,enchilada sauce,lemon juice zest",Eelie's Chicken Stew," 6 boneless, skinless chicken breast halves, cut into chunks | 2 pounds baking potatoes, quartered | 1 can enchilada sauce | 1 lemon, juice and zest of ( optional ) ","Place the chicken in a frying pan and add enough water to cover. Bring to a simmer over medium high heat, then reduce the heat to medium low. Place the potatoes in a saucepan of boiling water. Boil for 15 minutes, then drain. Transfer the chicken to a separate bowl. Preheat the oven to 375 degrees f. Drain the water out of the potatoes and add to the chicken with the enchilada sauce. In a small bowl, stir together the lemon juice and the zest. Ladle 2/3 cup of the cooking liquid from the potato water into a small saucepan over medium heat. Heat the mixture until the liquid is reduced by half, then stir into the sauce. Return to a simmer over low heat. Stir the soup to mix in the lemon juice mixture, then transfer the soup to a greased casserole dish. Add 1/2 can of water to the soup to make a paste. Spread the lemon juice mixture into the soup. Cover the casserole dish with aluminum foil, and bake at 375 degrees f for about 40 minutes. Remove the foil, and bake for 20 more minutes, then remove from the oven. Serve with tortilla chips."
44068,"fenugreek seed,green bean",Fenugreek-Wash Green Beans," 1 lb fresh green beans or 1 lb frozen green beans, thawed and trimmed ","If using frozen green beans, thaw in cold water for 20 minutes, and drain. Place thawed green beans in slow cooker. Cover beans with cold water."
44069,"tea,green cabbage,pandan leaf,balsamic vinegar,basil leaf,pecan,maple syrup,margarine",Polish Balsamic Scented Coleslaw," 3 3 -4 green cabbage or 3 -4 red cabbage | 2 tablespoons margarine or 2 tablespoons butter | 2 tablespoons maple syrup, to taste | 1 tablespoon balsamic vinegar or 1 tablespoon maple syrup, to taste | 1 -2 teaspoon basil leaves, to taste | 1/4 walnut pieces or 1/4 pecans, finely chopped | 1/4 cup loosely packed basil leaves, torn | 6 toasted pecan pieces ( optional ) ","Slice cabbage thinly. Wrap cabbage in foil and place on the rack in the bottom of the oven. In a small saucepan, melt the margarine with maple syrup in medium saucepan until the margarine is melted. Stir in balsamic vinegar and basil. Simmer on low for 2 minutes. Sprinkle cabbage with pecan or poppy seeds or nuts. Drain dressing and add dressing to cabbage. Stir. Cover and place in refrigerator to marinate for up to 2 hours. Serve."
44070,"coconut,peanut oil,couscous,triple sec,white onion,chocolate chip",Sweet Onion Parfait," 2 tablespoons peanut oil | 1/2 cup chopped red sweet onion | 1/2 cup semi-sweet chocolate chips | 1/2 cup flaked coconut | 1/4 cup triple sec | 1 tablespoon white onion, minced | 2 cups couscous ","Heat oil in a skillet over medium high heat. Add red onion and cook, stirring occasionally, until golden, about 7 to 10 minutes. Remove and set aside. Add chocolate chips, coconut, triple sec, and 1 tablespoon of white onion to skillet. Stir to combine and melt chocolate, about 3 minutes. Remove skillet from heat. While still warm, transfer 1/4 cup of mixture to a resealable bag. Add 2 more tablespoons of sugar to the remaining mixture and stir until sugar dissolves, about 2 minutes. Remove the cinnamon. Heat remaining white onion mixture over medium heat until hot but not smoking but not browning, 3 to 5 minutes. Remove from heat and stir in the onion."
44071,"pork,cocoa powder,jalapeno pepper,orange juice zest,garlic",Kerry's Spicy Spicy Mexican Rub, 2 lbs boneless pork ( boston butt ) | 2 tablespoons minced garlic | 1 tablespoon minced jalapeno pepper | 1 tablespoon unsweetened cocoa powder | 1 tablespoon orange juice and zest of ,Combine all ingredients in a bowl. Rub over meat of choice.
44072,"lime juice,vegetable broth,caster sugar,white flour",Lime and Chilli Sauce, 1/4 cup vegetable broth or 1/4 cup chicken stock | 1 tablespoon lime juice | 1 tablespoon caster sugar | 1 cup white flour ,Place ingredients into a saucepan and bring to the boil. Simmer for 3 mins or until thickened and thickened. Pour into a bowl and add extra lime juice. Serve with roasted vegetables or steamed jasmin.
44073,"black pepper,sea scallop,beef brisket,cheese,mozzarella cheese,tahini",Shrimp-And-Scallops-Baked in a Cheese & Tahini Crust," 2 lbs medium shrimp, cleaned, peeled and deveined | 2 lbs beef brisket, room temperature | 1 lb cheese, small-grated | 3/4 cup tahini | 1 tablespoon garlic and black pepper | 1/2 cup mozzarella cheese, shredded ","Preheat oven to 350. Line 2 large baking sheets with nonstick foil and place under oven. If you want your crust to flake on the exposed side, brush lightly with olive oil. If not, use a cookie sheet or similar. Place all the shrimp except the beef in a large bowl, add all of the cheese, toss to coat."
44074,"topping,anise seed",Aniseed Pecans, 1 cup toasted aniseed nuts | 1 cup topping ( optional ) | 1/2 teaspoon anise seed ,"Preheat oven to 400 degrees. Cut nuts in half and spread open. Place 1 tablespoon on an oiled cookie sheet. Sprinkle each with desired amount of aniseed. If desired, place cookies on sheet to cool. Store in an airtight container. Use within 3 months. To store, place cookie sheet in refrigerator. When cookies are cool, place in freezer bags, then overwrap individually with plastic wrap."
44075,"peppercorn,pecan half,pistachio,chicken breast half,kidney bean,dill,currant,sambal oelek",Pistachio Chicken," 1 cup chopped pecans | 1/2 cup currants | 2 cans baked kidney beans | 1 cup chopped pistachios | 6 tablespoons sambal oelek ( indonesian spicy brown bean paste ) | 1 tablespoon whole peppercorn | 4 skinless, boneless chicken breast halves - pounded thin | 2 teaspoons chopped fresh dill ","Preheat oven to 350 degrees f. Lightly grease a baking dish. Mix pecans, currants, and baked kidney beans together in a bowl. Sprinkle pistachios over the bean mixture, and stir in sambal oelek. Spread the peppercorns on a plate, and press the chicken breasts into the peppercorns until evenly coated. Place chicken onto the baking dish in a single layer. Sprinkle pistachios on the chicken, then top with a layer of dried red pepper. Place the peppercorns on a plate. Place an additional piece of dried red pepper on top. Bake in the preheated oven until chicken has turned a golden color, and the edges are beginning to brown, about 25 minutes."
44076,"cayenne pepper,chive,parsnip,coriander seed",Roasted Parsnips," 2 lbs parsnips | 1 teaspoon cayenne pepper | 1 teaspoon coriander seed, coarsely crushed | 2 tablespoons fresh chives ","Preheat the oven to 400°f peel the parsnips and cut them into 3/8 inch slices across the bottom and set aside. Toast the cayenne pepper, ground coriander seeds and chives together in a small frying pan and set aside. Combine the hot mixture with the sliced parsnips and pour them into an ovenproof baking dish. Roast uncovered for 40 to 50 minutes or until tender and well browned."
44077,"habanero pepper,soy sauce,pasta sauce,cardamom",Mildly Saffron Pasta Sauce," 3 tablespoons soy sauce | 2 tablespoons habanero peppers, minced | 1 1/2 teaspoons ground cardamom | 14 ounces pasta sauce ","In a small skillet, heat all of the ingredients over low medium heat until they begin to bubble, 2 to 3 minutes."
44078,"curry powder,linguine,turmeric powder,black pudding",Burundi Spiced Noodles, 1 package of dried linguine | 1 packet turmeric powder | 1/2 package dried black pudding | 4 -6 tablespoons curry powder ,"Cook pasta and rinse in cold water, then drain. Meanwhile prepare the remaining ingredients in a bowl and mix well. Add curry powder and mix well. Add cooked pasta to bowl and mix again. Serve chilled."
44079,"macaroni,vanilla vodka,mace,black olive",Macaroni Vodka With Mac and Wood Polish Cream, 500 g macaroni | 200 g macuccine | 3/4 liter vanilla vodka | 1/2 teaspoon ground mace ,"Cook macaroni in boiling water for 15 minutes. While macaroni is cooking, mix the vanilla vodka with the mace. Serve macaroni with vanilla vodka with wood Polish cream and macuccine sticks on the side,."
44080,"parmesan cheese,bread,spanish olive oil",Spanish Bread Wedges," 8 slices bread, or | 8 slices provolone cheese | 1/4 cup parmesan cheese, grated ","Preheat oven to 400 degrees f. Place bread on a baking sheet or tin. Spray bread with olive oil and sprinkle with parmesan cheese. Bake on the bottom rack of the oven for about 10 minutes, or until golden brown."
44081,"egg white,spring onion,yellow squash,soymilk,cooking oat,baking chocolate",Chocolate Crumble Squash Bread," 1 large yellow squash ( about 1 1/2 pounds ) | 1/3 cup soymilk | 3 -4 large egg whites, lightly whisked | 4 ounces good quality semisweet baking chocolate | 4 spring onions, finely diced | 2 tablespoons chopped toasted sesame seeds ( very fine ground pistils ) or 2 tablespoons chopped toasted pine nuts ( very fine ground pistils ) ","Preheat the oven to 400 degrees f. Halve and seed the squash then cut crosswise into even pieces about ¼ inch thick. Place in a microwave safe bowl, add the soymilk, cover and microwave on high for 8 - 10 minutes or until softened. Stir well. Whisk in the egg whites and chocolate until combined. Turn the oven off if the microwave is not already hot. Sprinkle the top of the bread with onion, pistils and nuts and bake for 20 minutes or until lightly browned. Serve warm or at room temperature."
44082,"ladyfinger,soy sauce",Easy Easy Tiramisu #5FIX, 2 packages ladyfingers | 1/4 cup soy sauce ,Preheat oven to 400 degrees. Layer each ladyfinger in a 9 square pan. Mix together soy sauce and sweetener. Spread over lady fingers. Refrigerate until ready to use.
44083,"carrot,water chestnut,tomato soup,yellow cake mix,monterey jack pepper cheese,coconut milk,flour tortilla,lentil",Mexican Lentil Burritos," 1 package yellow cake mix or ( 18 ounce ) package white cake mix | 1 cup water | 1 can condensed tomato soup ( plain works too ) | 6 4 ounces cans chunked stewed tomatoes with juice, drained ( can use stewed tomatoes ) | 4 cans canned sliced carrots, drained | 1 can sliced black mushrooms, drained | 1 can lentils, drained | 1 can sliced water chestnuts, drained | 8 -10 flour tortillas ","Mix first 5 ingredients, add lentils, carrots and water chestnuts. Cut tortillas into 2 inch sections and line baking pan with tortillas. Spoon lentil mixture over tortillas. Cover with remaining tortillas, bake, 350 degrees f. For about 20 minutes. Cut into 5 wedges. Serve topped with sour cream and cilantro if desired."
44084,"yeast,green olive",Italian Green Olive Bread, 4 cups green olives ( unpitted ) | 2 teaspoons yeast ,"Put the olives in the pan of a kitchenaid mixer and add the yeast. Mix the mixture thoroughly but gently and slowly and slowly for about 10 minutes to develop the yeast. Add about 1/2 cup of water to the sponge. Mix with the mixer. The dough should pull away from the sides of the mixing bowl. Add about 5 more cups of flour. Mix with the mix again, adding flour as needed, until all the flour is absorbed. Add all the additional flour if the dough is too wet. Turn dough out onto a lightly floured surface and knead it lightly, about 10 minutes. Place the dough in a well oiled bowl and let rise in a warm place until doubled in size, about 1 1/2 hours."
