Sno,Random Ingredients,title,ingredients,instructions
96598,"ramen noodle,coconut extract,rye bread",Scrabet Eggs on Rye," 1 package rye bread, cut in 1 inch cubes | 12 eggs | 4 teaspoons coconut extract ( optional ) ","Crack the eggs into a medium size bowl. Stir in the coconut extract of your choice. If you like, make sure the dip is of desired consistency. Dip the bread into the egg, coating it well, and then set it in the bowl with the dip. Leave for 10 minutes or longer. Preheat the broiler. Place the eggs on a baking sheet. Place under the broiler until the yolks turn a beautiful light brown. Remove them, leaving the eggs on the baking sheet. Serve when the yolks are slightly hard and the whites are firm."
96599,"red chili pepper,whipping cream,tarragon,curry powder,chicken leg,red potato,cornstarch,artichoke heart","Chicken, Sweet Potato and Curried Artichokes"," 1/2 lb medium red potatoes, sliced as thinly as possible | 2 lbs peeled roasted chicken legs, cut into bite size pieces | 1 container marinated artichoke hearts | 1 jar chopped crisp red chili peppers or ( 4 ounce ) jar hot red pepper rings, with liquid | 1/4 cup snipped fresh tarragon | 2 tablespoons good quality curry powder | 1 tablespoon cornstarch | 2 tablespoons whipping cream ","Cook and stir potatoes in boiling salted water until just tender, about 25 minutes. Drain and transfer to large bowl. Toss remaining ingredients with potatoes. Season with salt and pepper. Cover and refrigerate until well chilled, about at least 3 hours. Stir occasionally when serving."
96600,"ramen noodle,flat leaf parsley,basmati rice",Super Simple Microwave Thai Ramen With Parsley and Rice and Fresh Ramen Noodle Skillet (Nhieu K," 1 1/2 cups basmati rice or 1 1/2 cups jasmine rice ( i use the long english grain jasmine rice ) | 12 ounces of fresh ramen noodles ( any flavor, i use the flavor packet already prepared ) | 5 -6 tablespoons fresh flat leaf parsley, chopped ","Put the rice and 3 cups water in a microwavable bowl. Cover with plastic wrap and microwave on high power for 13 minutes. Remove the lid. Stir noodles and return to microwave. Cook for 3 more minutes until heated through. Add parsley and stir, then serve immediately with hot ramen noodles."
96601,"vidalia onion,serrano chili",Salsa Verde, 1 vidalia onion | serrano chili ( optional ) ,"Peel onion, cut into rings and chop into small pieces and fry on low heat until it just begins to color. It won't take long, and when onions are fully done, they will blend together nicely. Once mixture has turned color, add serrano chili, stir. Cover, and simmer for 15 minutes or until flavors blend."
96602,"lettuce,tomato paste,onion soup mix,green chili pepper",Easy Delicious Green Chili Salsa, 1 can green chili peppers | 1 packet dry onion soup mix | 1 tablespoon tomato paste | shredded lettuce ,"Open red pepper can, but don't drain completely as it adds lots of water to the recipe. Drain excess juice off of the peppers, then cut them up with a knife blade, or use a food processor. It helps the salsa not break apart as you go along. In a large bowl, blend the peppers, onion soup mix, and tomato paste, seasoning to taste. Stir into the salsa the lettuce gets mixed into it, and let it chill for a few hours before serving. Store in the refrigerator once chilled."
96603,"baking potato,butter,cider vinegar,onion powder",Kathy Hirdler's Famous Baked Potatoes," 6 potatoes, cubed | 2 tablespoons diced onion powder | 1 cup butter, melted | 2 tablespoons cider vinegar ","Preheat oven to 400 degrees f. In a large bowl, toss potatoes with onion powder. Place butter, vinegar, and onion powder into a saucepan. Bring mixture to a boil, then simmer until the liquid has evaporated and the potatoes are tender. Pour melted butter mixture into the potatoes."
96604,"pistachio,snow pea,red pepper,pecan,whipping cream,red chili,cashew,tamarind paste",Red Pepper and Nuts for Tamarind-Cream," 2 tablespoons roasted red chili | 1/2 cup cashews, divided | 1/4 cup pecans, split | 4 1/4 ounces chopped roasted pistachios | 1/4 cup thawed tamarind paste | 8 ounces snow peas, trimmed | 1/2 cup whipping cream | 1/4 cup slivered roasted cashews ","Grind chilies, cashews and pecans together in food processor until coarsely ground. Add tamarind paste and process until smooth. Bring cream to boil in medium saucepan over medium heat. Reduce heat and simmer for 3 - 4 minutes. Add snow peas to heat through and stir constantly. When peas are tender, stir in cream. Continue to stir for several minutes so snow peas stay bright green. Remove from heat."
96605,"kosher salt,parsley flake,enchilada sauce,cayenne pepper",Cheater's Enchilada Sauce, 1 can enchilada sauce | 1/4 - 1/2 cup dried parsley flakes | 1/2 teaspoon cayenne pepper | 1/2 - 1 teaspoon kosher salt ( or to taste ) ,"Heat oven to 350°f. Open enchilada sauce can and put in blender with parsley and cayenne. Blend till smooth and well blended. Add salt, if desired. Pour all into 3/4's disposable baking pan, pour remaining sauce over top. Bake for 15 minutes, stirring after 15 minutes. Enjoy."
96606,"milk,salmon,pork,plum tomato,molasses,red bell pepper,tomato paste","Smoked Salmon, Pressed Tomatoes and Molasses"," 400 g smoked salmon | 350 ml milk | 1 large red bell pepper, seeds removed | 4 plum tomatoes | 2 teaspoons tomato paste | 1 teaspoon molasses | 200 g smoked pork ","Wash and remove scales from the smoked salmon and skin. Cut the flesh into slices about 1 cm thick, 1 - 4 cm wide and 4 5cm long, depending on how you like your sandwich. Cut a slit down the middle of each slice, about 2cm deep, to create a cross. Arrange them so that they stick together forming a ring. Heat up the grill to high. Arrange the smoked salmon slices in separate piles together. Wrap the chillies and tomato base around the salmon. Heat the milk in a saucepan over medium high heat for 1 - 2 minutes. Add the pepper and tomato paste. Cook, stirring constantly until the milk thickens and the juices simmer. Add the molasses. Remove from the heat. Meanwhile, arrange the smoked pork on a grill or baking tray and sprinkle on top of the salmon slices. Place under the grill for 6 - 8 minutes, until crusty and glistered. Turn out and place on a serving dish."
96607,"pork roast,soy sauce,leg lamb,wild rice,steak",Quick Slow Cooker Pork Roast, 2 lbs boneless leg of lamb | 2 lbs lean boneless pork roast | 12 cups cold cooked wild rice | 1/2 cup soy sauce | 1/2 cup sweet soy sauce ,"Trim any visible fat from the outside of the roast and cut into two pieces. Place the pork in a crock pot. Rinse and drain the wild rice well. Add 2 cups of cold cooked wild rice to the crock pot. Toss the pork in the soy sauce to coat. Add the browned pork to the wild rice. Cover and cook on the low heat setting for 8 to 10 hours or the desired temperature until the meat is tender and falling off the bone. Remove the roast to warm plates, remove the pork from the slow cooker and discard any accumulated juices. Skim off any fat remaining in the pan. Pour the remaining juices into a gravy boat or serving platter and serve along with the remaining wild rice. Accompany with a salad and a platter of french fries. Note, if you can't find the quick slow cooker, you can use an 11 1/4 5 lb meatloaf mixture."
96608,"baking soda,parmigiano reggiano cheese,escarole",Escarole in a Parmigiano-Reggiano (Sardo Gratineata)," 1 head escarole, cut into four eighths | 1/8 teaspoon baking soda | 1/4 cup freshly grated parmigiano-reggiano cheese ","Bring a large pot of water to boil. Add the escarole and cook until tender, about 15 minutes. Drain and allow to cool to room temperature. When cool enough to handle, pat dry with paper towels. Break the escarole into bite sized pieces and add to the hot water. Add the baking soda and stir to release the flavor. Continue to cook for 2 minutes until all the liquid is absorbed. Stir in the cheese and season to taste with additional salt and pepper."
96609,"vegetable oil cooking spray,monterey jack cheese,beer,asiago cheese,sunflower oil,mango,roast","Aussie Rind Steaks With Mango, Asiago & Smoked Beer"," 1 medium ripe mango | 5 slices of good smoked roast ( about 5 oz each ) | 2 -3 asiago cheese | 1 slice monterey jack cheese, 1/4 inch thick | vegetable oil cooking spray | 1/2 cup beer, your favorite | 4 tablespoons vegetable oil | 2 tablespoons roasted sunflower oil ","Cut melon sticks from top to bottom so they will stand level while slicing steak diagonally across grain. Arrange meat on a tray and spray meat with oil. Cover with cling film, place in refrigerator for 20 minutes while slicing. Grill as desired and place in a warmed serving bowl and garnish with mango."
96610,"chickpea,picante sauce,rice,cheddar cheese",Chili-Stuffed Chickpeas-Rice," 4 ounces uncooked rice ( preferably jasmine ) | 1 can chickpeas ( not drained ) | 1 cup picante sauce | 1/2 cup cheddar cheese, shredded ","Preheat oven to 375 degrees. Lightly grease a 2 1/2 quart casserole dish with oil. Cook rice according to package directions. Meanwhile, put drained chickpeas into a strainer and rinse. Place drained chickpeas into a saucepan and add picante sauce. Simmer until salsa is reduced by half. Spread rice on a large platter,. Sprinkle with shredded cheese and place stuffed chickpeas on top over the rice. Serve hot or cold. This recipe yields approximately 5 servings."
96611,"olive,margarine,lime juice,whipping cream,bean,coriander seed,plain nonfat yogurt,lemon juice zest",Yogurt-Spiced Bean Salad," 1 cup plain nonfat yogurt | 1 1/2 tablespoons lime juice | 1 1/2 tablespoons fresh lemon juice ( not that bottled stuff, but a lemon is better ) | 2 tablespoons chopped coriander seeds ( optional ) | 3 tablespoons light olive oil | 1/4 cup low-fat margarine or 1/4 cup butter | 1 can baked beans ( drained & rinsed well & split in half ) | 1 can solid beans, drained & rinsed ( drained & rinsed well ) ","For dressing, combine yogurt, lime juice & zest and stir to combine. In a small sauce pan, heat the coriander seeds over medium high heat until just fragrant. Immediately add the olive oil & stir to combine. Remove from heat and set aside. Place beans in a small bowl & pour in enough yogurt mixture to coat. Place over medium high heat & stir constantly until thickened, about 5 minutes. Remove from heat & set aside. For salad, place margarine in a small pan & set over low heat. When melted, remove from heat & set aside. Assemble salad by placing half the beans on the bottom of a salad bowl & sprinkle on half of the remaining beans. Spread yogurt mixture over the top. Top with remaining half beans & the rest of the yogurt mixture. Garnish with coriander seeds, & serve."
96612,"mushroom,salt pork,vanilla,flat leaf italian parsley,peppercorn",Pork Mushrooms," 3 slices of very thin salt pork ( i use country-style smoked salt ) | 8 -12 mushrooms, large | 2 -3 drops vanilla | 1 teaspoon peppercorn ( or more, to taste ) | 2 tablespoons flat-leaf italian parsley ","Wash and remove thick stems from mushrooms. Wash out mushroom caps, if any and remove any loose ends. Using a spoon, scrape out the hairy mushroom caps and the soft outer membrane of each mushroom cap. If the mushrooms are thick, you may want to cut the tops off before you slice into them. Using a fine grater or fine blade, coarsely shred the salt pork or use a food processor to finely shred the salt pork. Combine the pork with the remaining ingredients and refrigerate for 2 hours or longer. Arrange the mushrooms, if using, in a casserole dish and bake at 250f for 25 - 30 minutes, or until a deep golden brown crust forms on top. Serve on individual toast points, if desired."
96613,"poultry seasoning,purpose flour",Homemade Flour Tortillas, 3 cups all-purpose flour | 1 1/2 tablespoons poultry seasoning ,"Preheat oven to 350 degrees f. Mix the flour, poultry seasoning, & salt together with a fork. Shape the mixture into a ball. If it's very wet, you may need to add a little water. If it's dry, add more flour. Knead well for 10 minutes. Divide dough into 6 to 8 balls. Place each ball on a lightly floured surface. Roll 1 ball out on a lightly floured surface to a thin circle about 1/8 inch thick. Cut the circle with a 3 inch floured cutter. Place a heaping teaspoon of filling on the center of each dough circle. Gently press the edges of the circle together. Place the heaping teaspoons on a baking sheet lined with parchment paper. Bake 15 to 20 minutes in the preheated oven. Serve warm."
96614,"grain white rice,kielbasa,flour tortilla",Kielbasa and Rice Burritos," 1 1/2 cups long-grain white rice | 2 slices kielbasa | 2 flour tortillas, warmed | 1 package shredded kielbasa ",Preheat an oven to 200 degrees f. Spread the rice a layer into a baking dish. Lay the kielbasa slices over the rice. Drizzle the top with a few drops of cooking spray or water. Cover with foil. Bake for 45 minutes in the preheated oven. Open the foil and bake for 5 minutes more.
96615,"fondant,mint leaf,oyster sauce,chestnut,pecan half,spanish peanut",Tropical Chestnut Pecan Balls, 1 lb raw chestnuts | 1/2 cup toasted pecan halves | 2 teaspoons peanut oil or 2 teaspoons canola oil | 1 tablespoon oyster sauce | 1 packet dried fondant | 1 tablespoon chopped fresh mint leaves ,"If you have the time, cook the chestnuts in the microwave for 3 minutes, or until softened to your liking, and cool. Remove the hard skin from the chestnuts by slicing a chestnut down the center using a large hole on the back of a knife. Then, using a teaspoon, scrape down all the black cavities and mash all the green to a paste with a fork or pestle. Reserve a tbsp. Of the pecans for garnish. Dip the chestnuts into the oil, and set aside. Heat a non stick frying pan to moderately high heat. Add the peanut/oil mixture and stir fry over moderate heat for 2 - 3 minutes. Add the oyster sauce, and stir fry for another minute, tossing all the while. Add the chestnuts and mint, and toss until the chestnuts are coated with oyster sauce, and warm through. Transfer to a serving bowl or platter. Serve warm."
96616,"gouda cheese,tawny port,romano cheese,turmeric,soymilk,dill,beef broth,tuna",Smoked Tuna and Mushroom Riesling," 1 1/2 cups low sodium beef broth | 1/2 cup soymilk | 3 tablespoons dried tawny port | 1 tablespoon dried dill | 1 teaspoon ground turmeric | 1 slice smoked gouda cheese or 1 slice other smoked cheese, cut into small squares | 1 cup romano cheese, grated | 1 can tuna, drained ","Combine the broth, soy milk, port and dill in a nonstick frypan. Heat over low heat until the broth boils, stirring occasionally. Stir in the turmeric. Place the cheese in a shallow bowl. Dip 2 pieces of the tuna into the hot broth and then press into the cheese until coated. Place the tuna on a plate. Top with the riesling, and place under the broiler until the cheese is browned and the tuna has crisped up a little, and is just beginning to set up. Serve hot."
96617,"chive,onion powder,nam pla",Nonna's Vietnamese Onion Salad," 1/4 teaspoon onion powder | 1/4 teaspoon nam pla ( fish sauce ) or 1/4 teaspoon fish sauce, to taste | 2 tablespoons chopped chives or 2 tablespoons chopped flat leaf parsley ",Whisk the onion powder and nam pla together. Add chives/parsely and adjust seasoning. Serve at room temperature.
96618,"plum tomato,achiote paste,ziti pasta,fig,bulgur","Ziti With Figs, Tomatoes and Achiote"," 1/2 lb ziti pasta | 6 -7 medium ripe plum tomatoes | 6 -10 fresh figs, stemmed and halved | 2 -3 teaspoons achiote paste | 1 cup bulgur ","Bring salted, boiling water to boil. On high heat in dutch oven, cook ziti until al dente. Drain pasta and add to boiling water along with all its contents. Cook until all excess water is gone but still has a bite, about 20 - 25 minutes. Meanwhile, slice off tops of plums and dice into bite size pieces. Squeeze out liquid before adding to ziti. In small bowl, mix 1/2 tsp achiote paste into the reserved juice and set aside. Slice each fig into quarters and slice into wedges. Place in a bowl with 1/2 tsp achiote and add the reserved juice. Drain ziti but do not rinse. Add ziti, olives, figs and tomatoes to skillet with reserved juice from ziti. Cook for 3 - 4 minutes over medium heat, adding reserved achiote paste when they are just beginning to wilt. Garnish with reserved achiote. Serve with extra achiote juice."
96619,"veal,cilantro leaf,tomato ketchup,broccoli rabe",Chinese Broccoli Rabe and Vegetable Mix," 1 large broccoli rabe, preferably stem end trimmed | 1 small tomatoes ketchup | 1/4 lb ground veal | 1/4 cup chopped fresh cilantro leaves ","Cut rabe, tomato and veggie mix in half and cut each half into thirds. Spray broiler pan with olive oil cooking spray and place on burner. Place a portion of the mix at the bottom of each rabe half. Drizzle ketchup over each rabe half, and sprinkle cilantro over top. Set broiler pan of vegetables in an oven or boiler over boiling water and cook, covered, for 10 minutes."
96620,"seasoning salt,sirloin,pesto sauce,silken tofu,soymilk,hot italian sausage",Savory Beef and Sausage Patties, 1 lb ground sirloin | 1 lb hot italian sausage | 1 package thick silken tofu | 1 pint soymilk | 1/2 cup pesto sauce | 2 teaspoons seasoning salt ,"Mix together the ground beef, sausage and tofu in a bowl."
96621,"bean sprout,vegetable oil cooking spray,salsa,green onion,cremini mushroom,white bread flour,red wine,kosher salt",Mushroom & Wine Fritters," 1 bag white bread flour, approximately | vegetable oil cooking spray, for frying | 4 ounces cremini mushrooms, sliced | 1/3 cup red wine | 12 round pitted cremini mushrooms, sliced thin | 2 green onions, sliced | 1 ounce shredded kraft mexican cheese blend or 1 ounce cheddar cheese | kosher salt ","Mix bread flour, mushrooms, wine and green onions in a large bowl. Spray a 5 1/2 or 6 quart electric frying pan with veggie oil, sprinkle pan with 1/2 teaspoon seasoned salt. Set over medium high heat. Drop batter by tablespoonfuls into small batches of 3/4 inch size. Cook fritters until golden on bottom, brown on the adjacent side, about 2 minutes per side. Transfer fritters to a plate and cover with foil to keep warm. In a small saucepan, bring 1 1/2 cups water to a boil with 1 tablespoon salt. Add 2 teaspoons salt and stir in fritters. Reduce heat, cover and simmer 2 minutes or until fritters float. Transfer to a large platter and sprinkle with cheese. Drizzle with salsa."
96622,"ginger root,sauerkraut,tarragon,cumin powder,coffee,black eyed pea,coconut cream",Black Eyed Peas and Sauerkraut Curry," 3 ounces sauerkraut, drained and rinsed but not drained | 1 tablespoon finely chopped fresh tarragon | 1/3 cup coconut cream ( or other natural fat-free variety ) | 1/3 cup coconut cream | 1 -2 teaspoon cumin powder | 1/2 teaspoon ground ginger root | 1 -2 dash fresh turkish coffee ( shaker, available from any indian or middle eastern store ) | 1 dash fresh tarragon | black ( green, purple, or other seasonal fruit ) ","Combine all ingredients, except coffee and tarragon, in slow cooker. Cover. Cook on low for 6 - 8 hours or until thickened and flavors are well blended. Serve over steamed rice."
96623,"vanilla essence,rice noodle",Vanilla Rice Noodle Filler," 100 g rice stick noodles, soaked in very hot water ( optional ) | 1/8 teaspoon vanilla essence ","Put half the rice stick noodles into a bowl and pour over enough boiling water to cover. Leave for 30 seconds then drain and mix with the vanilla, salt and remaining 1/2 cup water, if using. Pour into a buttered shallow ovenproof dish, and bake in a moderate oven, about 15 minutes, until hot and golden brown. Leave in the oven a few minutes more before attempting to remove it."
96624,"flour tortilla,white onion,mandarin orange,stock,ice cube,cream mushroom soup,shell pasta,sauerkraut",Sauerkraut & Noodle Casserole," 12 flour tortillas | 1 packet sauerkraut | 1 can condensed cream of mushroom soup | 2 1/2 cups stock | 1 packet small shell pasta, cooked and drained ( your fav. can't remember the name, just use a small package! ) | 1 white onion, chopped | 1 can mandarin oranges, drained | 4 ice cubes ","Prepare pasta, then boil noodles until al dente. Set aside. Drain sauerkraut, reserving one cup of liquid. Brown onion, in reserved juice from one can. Drain noodles and reserve. Combine soup, reserved liquid, sour cream, noodles and saurkraut. Fold in pasta, onion, and oranges. Mix well and place in casserole dish. Cover with ice cubes. Bake at 180c for 30 minutes, serve hot or cold."
96625,"tomato puree,sea salt,chili pepper flake,mustard",Nacho Sauce (Homemade Dressing)," 2 tablespoons mustard | 1 chili pepper flakes, crushed | 1 can tomato puree | 1 teaspoon coarse sea salt ",Combine all ingredients. This dressing can be saved for another use to use.
96626,"beef roast,green chili pepper,ladyfinger,cream chicken soup,fennel seed,chili oil,peppercorn",Easy Slow Cooker Sour Cream Garlic Chili," 2 lbs boneless beef roast | 1 green chili pepper, seeded and chopped | 1 can condensed cream of chicken soup | 2/3 cup sour cream | 1/4 - 1/2 teaspoon fennel seed | 1/4 - 1/2 teaspoon chili oil | 1/8 - 1/4 teaspoon peppercorn ","Place roast, green pepper, soup, sour cream and seasonings in bowl and thoroughly coat roast with seasonings. Spray cooker with nonstick cooking spray, put meat into slow cooker. Use 1/8 to 1/4 inch of oil in pan to cover top completely. Turn cooker to high. Cook on low for 7 hours, or until done. Remove beef from slow cooker."
96627,"vanilla,live lobster,tomato",Quick Swedish Lobster, 4 live lobsters | 2 cans stewed tomatoes | 1 tablespoon vanilla ,"Slice off the top of the lobster shell and take the meat out of the shells. Clean off the claws and set them aside. Pull the claws out of the shells and set all aside. In a small skillet, brown the lobster meat with a little salt. Set them aside. In the same skillet you used to brown the lobster meat, place the tomatoes onto the skillet in small chunks. Scrape the pieces of tomatoes into the skillet with the pork meat and cook for a few minutes. Add the sugar to the meat and cook. Continue cooking until the tomatoes are cooked and thickened. Remove from heat. Place the meat and sauce back into the pan. Mix and heat until the lobster meat is warm. Serve with fresh steamed greens."
96628,"lemon juice zest,beef sirloin steak,tomato green chile pepper,butter,anise seed,jerk sauce marinade,taco seasoning mix",Mexican Steak," 1 package taco seasoning mix | 1/2 cup lemon juice | 1 teaspoon minced fresh lemon zest | 2 tablespoons butter | 2 tablespoons canned diced tomatoes and green chile peppers | 1 tablespoon jerk sauce ( or your favorite marinade ) | 2 pounds boneless beef top sirloin steaks, cut diagonally across the grain into 1/2 inch slabs ","Preheat oven to 350 degrees f. In a small bowl, mix the taco seasoning mix, lemon juice, lemon zest, butter, tomatoes, jerk sauce and a dash or two of marinade. Spread mixture over both sides of steak and marinate at least 30 minutes. Preheat grill for medium heat. Lightly oil the grate. Place steak on the hot grate."
96629,"pepper sauce,saffron thread,blueberry,colby cheese,curry paste,asafoetida powder,parsley,italian sausage",Blueberry and Italian Sausage Spread," 1 cup dried blueberries | 1 bag fresh asafoetida powder | 1 teaspoon hot pepper sauce | 1/2 cup colby cheese, shredded | 1 can italian-style sausage, sliced | 1 tablespoon curry paste | 1/4 teaspoon saffron threads | 2 tablespoons fresh parsley, chopped ","Cover the blueberries with cold water and soak for an hour or so, then drain. Place the the asafoetida and hot pepper sauce in a large bowl. Cut the sausage into 1/2 inch slices and add to the bowl. Heat the remaining sausage in a skillet over medium heat for about 6 - 10 minutes or until cooked through. Stir in the kale and continue to cook 2 - 3 minutes. If the mixture is still loose, you may wish to add more hot pepper sauce. Place the blueberries in a food processor or blender and process until no large chunks of blue remain. This may take a few minutes, but the final texture should be creamy and a nice creamy texture is achieved. Add the cheese, sausage and any remaining water to the saffron and puree. Transfer to a bowl and stir in the saffron mixture and parsley."
96630,"veal scallopini,green cardamom pod,cumin,yellow bell pepper,prawn,cold water,red bell pepper",Aussie Cape Malay Prawns," 16 prawns | 2 red bell peppers, finely chopped | 300 g yellow bell peppers, finely chopped | 2 teaspoons ground cumin | 2 green cardamom pods, cracked | cold water or fish stock | 2 teaspoons ground cumin | 5 tablespoons fresh green cardamom pods, cracked in a mortar ","Shell and devein the prawns. Toss in the crushed red bell peppers, yellow bell peppers, cardamom pods and the 2 teaspoons ground cumin. Place in a shallow baking dish and pour over enough cold water or fish stock to cover. Seal and refrigerate for 1 to 3 hours or overnight. Preheat the oven to 200°c. Place in a baking dish and bake for 20 minutes. Spoon the prawns into a serving dish and sprinkle over the cumin. Return the baking dish to the oven and continue to cook for a further 10 to 15 minutes until prawns are just cooked. Serve immediately."
96631,"heavy whipping cream,wine vinegar",Vinaigrette Dressing, 1 cup heavy whipping cream | 1/4 cup wine vinegar ,"With a hand mixer on medium speed, combine the cream and vinegar until smooth. Refrigerate until ready to use."
96632,"white wine vinegar,hazelnut,golden raisin,pepper flake,coffee crystal,jasmine rice",Moroccan Rice Salad with Coffee Nuts, 4 cups cooked jasmine rice ( or white rice ) | 1 cup dark roast ground coffee crystals ( not instant or instant coffee powder ) | 1/2 cup ground nuts if using hazelnuts | 2 teaspoons instant coffee crystals | 2 teaspoons white wine vinegar | 1/4 teaspoon hot pepper flakes ,"Combine rice, ground coffee, nuts and 1 teaspoon instant coffee crystals in a large bowl."
96633,"cayenne,black pepper,poblano chile,cremini mushroom",Cajun Mushrooms With Poblano Chile," 5 ounces cremini mushrooms, trimmed and sliced | 1 pinch cayenne | 1/4 teaspoon black pepper | 2 poblano chiles, seeded and sliced into thin strips ","Place a nonstick skillet over medium heat, and add the mushrooms. Cook, stirring often, for about 10 minutes until the mushrooms have released their liquid. Season with cayenne and black pepper. Stir in the poblano peppers. Cover, and cook for about 5 minutes. Serve immediately."
96634,"tomato paste,black peppercorn",Homemade Black Pepper Jelly, 3 1/2 fluid ounces tomato paste | 2 tablespoons cracked black peppercorns ,"Heat a clean, dry frying pan. When it is hot, but slightly cooler than normal, add the tomato paste. Cook uncovered over low heat for 10 minutes, stirring to prevent any burning. When the water has reduced by approximately half, remove the pan from the heat and place the lid into a cold bath. Leave the pan on the heat. This will facilitate the jelly to thicken and flavor. Pour the warm jelly into a clean jelly bag and put into the refrigerator up to 2 days. After 2 days, remove the bag from the refrigerator and place in a clean, dry jelly jar. Store in the refrigerator for up to 1 month. Store in this warm, dry jelly or cold storage area to keep the jelly a wetter texture."
96635,"tilapia fillet,black cardamom pod,mace,vital wheat gluten,acorn squash,baby spinach leaf",Alu Brine," 1/4 cup vital wheat gluten | 2 tablespoons shredded fresh lemon-garlic blend ( or 1 tsp. dehydrated dried ) | 1 1/2 teaspoons whole black cardamom pods ( lightly crushed ) | 2 lbs tilapia fillets ( bone-in or boneless, i prefer boneless & skinless ) | 1 can acorn squash, undrained ( about 2 cups, can use 2 cups whole canned squash ) | 6 8 cups baby spinach leaves or 8 cups fresh kale ","Heat oven to 375 degrees and grease baking sheet. In a medium bowl, stir together vital wheat gluten, lemon garlic blend, black cardamom and crushed peppercorns. Coat tilapia fillets with the spice mixture, and set aside. Place squash in a 9x13 inch baking dish, and arrange over the squash. Bring the water and milk to a boil over high heat in a large dutch oven. Pour 1 cup of the water over the tilapia, and put the lid on dutch oven. Bake in oven for 25 minutes, then remove from oven and set aside. Place the spinach in a blender, and process. Return spinach to dutch oven and bring to simmering, stir in the acorn squash and remaining water. Continue cooking on low power, covered, until spinach has wilted, at least 15 minutes. Serve steaming hot."
96636,"pretzel,cooking oil,green chili pepper,red curry paste,stew meat,cucumber,tarragon,green bean",Sweet & Sour Beef and Vegetable Samosas," 2 lbs stew meat, cubed | 12 small pretzels, crushed, | 1/2 cup fresh tarragon, chopped | 1/2 cup cucumber, sliced ( fresh or frozen ) | 1 green chili pepper, chopped | 1/2 cup fresh green beans, sliced ( or frozen ) | 1 tablespoon cooking oil | 2 tablespoons red curry paste | 2 tablespoons prepared green chili peppers ( canned ) ","Heat the oil in a large skillet and add curry paste and stir over medium heat until fragrant. Add stew meat, garlic, red chile peppers and red potatoes. Cook until meat is brown and potato is almost tender. Add pretzels, tarragon, cucumber and green beans. Cook until the vegetables are tender. Serve over steamed jasmine rice."
96637,"dashi stock,sun tomato oil,tomato sauce,coconut extract,chili sauce,chipotle chile,rosemary,eel",A Different Restaurant Style Sweet and Sour Eel in Coconut Chipotle," 100 -250 g eel ( a type of white stalk ) | 1 teaspoon dried chipotle chile, finely chopped | 1 teaspoon dried rosemary, finely chopped | 1 tablespoon shado beni rice wine or 1 tablespoon karashikari rice cooking wine | 1/2 liter dashi stock | 300 g sweet chili sauce ( ketjap manis or similar brand ) | 1/2 teaspoon unsweetened sun-dried tomato packed in oil, finely chopped | 1/2 teaspoon coconut extract ( optional ) ","Place eel on a piece of greaseproof paper or lightly grease a baking sheet with olive oil. Brush or spray eel with olive oil. Add dried chiles, dried rosemary, shado beni rice or karashikari rice cooking wine or shado beni sauce, sun dried tomatoes, coconut extract, chilli sauce. Bake in a moderately hot oven until eel is just cooked, about 40 minutes. Serve warm. Makes enough to serve 2+ to 3 servings, depending on your eel age and type. Sauce,. Shaoji brand sweet and sour sauce."
96638,"amaretto liqueur,chili oil,mustard",Homemade Zahtar(Liqueur for Dipping foods), 1 cup mustard | 1/2 cup amaretto liqueur | 1/4 cup mustard ,Add all ingredients in a clean jar with a tight fitting lid. Shake or stir well. Let stand one day before using this. Keep in the refrigerator.
96639,"triple sec,onion flake,shiitake mushroom,cream chicken soup,green cardamom,pumpkin puree,hard egg",Sierra Leone Mushroom Soup," 32 ounces cream of chicken soup | 12 ounces pumpkin puree ( not pumpkin pie filling ) | 6 ounces dried shiitake mushrooms | 1/2 onion flakes ( optional ) or 1/2 teaspoon ground cardamom ( optional ) | 8 hard-boiled eggs, beaten | 3 tablespoons triple sec or 3 tablespoons honey | 1 1/2 teaspoons dried shaoxing wine or 1 1/2 teaspoons powdered rose water ","Combine all ingredients in a large saucepan or dutch oven. Bring to a slow boil, reduce to simmer. Cook, stirring frequently, until eggs are set. Ladle into bowls or a soup bowl. Serve hot. Note, the soup can also be made by soaking the shiitaki mushrooms in water for 5 - 10 minutes and then removing them after reconstituting the water."
96640,"tarragon,heavy whipping cream,sultana,flat leaf parsley,red bean,white pepper,ricotta cheese,soya sauce",Sans Rösti With Tarragon & Beans & Cream," 1 pint heavy whipping cream | 1 cup sultana | 1 cup ricotta cheese | 1 tablespoon soya sauce | 12 leaves tarragon ( dry ) | salt & white pepper | 1 cup red beans, cooked & drained | 1 tablespoon tarragon ( fresh ) | 2 tablespoons flat leaf parsley ( fresh ) ","Place the cream, sultanas, ricotta, soya sauce & fresh herbs in a blender & process to a smooth, thick paste. Season to taste with salt & pepper, then transfer into a shallow dish or individual serving dishes & set aside to cool. Cover & refrigerate for at least an hour, & the longer it sets the better the flavour. To serve, slice the red beans into 1 cm & arrange over the cream. Scatter over the tarragon & sprinkle over the freshly ground black pepper before serving."
