Sno,Random Ingredients,title,ingredients,instructions
63903,"molasses,red bean,cardamom,yam,green pepper",Molasses Red Beans and Yams, 1 1/2 lbs yams ( white ) | 1 lb red beans | 1 cup dry molasses | 1 teaspoon cardamom | 4 large green sweet peppers ,"Cut the yams crosswise into 1/2 inch slabs and wash well.  Peel the yams, cut them into 1 inch slices and soak in 3 cups cold water until they are all soft.  In a stockpot, boil water to cover the yams and add the yams and bring them to a boil over high heat, skim occasionally, skimming off the scum once it rises to the surface.  Add the red beans and bring them to a boil uncovered, skimming off any scum as it rises.  In a small bowl, combine the molasses with the cardamom.  Drop the mixture into the red beans and boil rapidly, uncovered, stirring once or twice, until they are tender, about 10 minutes.  With a slotted spoon, lift the yams out of the water and arrange them in a crosshatch pattern in a roasting pan.  Top them with 3 cups hot broth and cover with a lid or aluminum foil.  Bake at 300 f for about 1 - ¼ hours or until the yam skins have turned a shade darker and are glazed with the molasses.  Serve hot."
63904,"chicken bouillon,sage,mustard,fast rising yeast",Homemade French Bread, 4 cups sifted dry mustard | 4 1/2 teaspoons fast rising yeast | 1 1/4 teaspoons dried sage | 5 teaspoons coarse salt | 3 1/2 cups hot chicken bouillon ,"In a large bowl, mix 1 1/2 cups mustard, 4 1/2 teaspoons yeast, sage, 5 teaspoons salt, and 3 1/2 cups boiling water.  Gradually stir in hot bouillon.  Stir in remaining bread ingredients."
63905,"salsa,ginger puree,icing sugar,hot water,cherry,chicken breast half,seasoning,lemon peel","Mmmm.
    -.
    -.
    -.
    -cobbler's Chicken"," 3 boneless skinless chicken breast halves | 1 1/2 cups hot water | 1 - 1 1/2 teaspoon ginger puree | 1 lemon peel, finely grated and juice squeezed 1/3 | seasoning ( to taste ) | 4 tablespoons icing sugar ( confectioner's ) | 4 tablespoons salsa | cherries or assorted garnish ",Place chicken in a freezer bag or a large heavy duty freezer baggie.
63906,"ha avocado,madras curry powder,grain rice,vinegar,mustard powder,vegetable stock",Avocado Rice, 2 hass avocadoes | 1 1/2 cups long grain rice | 3/4 cup vegetable stock | 3 tablespoons vinegar | 3/4 tablespoon madras curry powder | 1/2 teaspoon mustard powder | 1/2 cup vegetable stock ,"Pit avocados and cut into thirds.  Cut rice into chunks.  Place rice, stock, vinegar, curry powder and mustard powder in large saucepan.  Heat to boiling.  Boil, covered, for 10 minutes.  Remove from heat and set aside covered.  Return rice mixture to heat, cover and return to stovetop.  Cook over medium heat until hot and liquid is absorbed.  Remove from heat and let sit for 5 minutes before carefully turning off heat."
63907,"salt black pepper,chinese five spice powder,deli ham",Chinese Five-Spice Ham and Bacon, 1/2 pound sliced deli ham | 1/4 teaspoon chinese five spice powder | salt and ground black pepper to taste ,"Preheat oven to 400 degrees f.  Place ham, five spice powder, salt, and pepper in a microwave safe 9 inchx13 inch baking dish.  Cover ham with aluminum foil."
63908,"quinoa,virgin olive oil,red onion,plain yogurt,bucatini pasta,bacon","Quinoa, Bacon And Cheese Stuffed Onions", 2 medium red onions | 300 g quinoa | 8 slices bacon | 150 g bucatini pasta | 200 g plain yogurt | 600 ml virgin olive oil ,"Heat oil in a large frying pan over low heat.  Peel onions & slice thinly.  Dice bacon & place on the onions.  Cook for 5 minutes or until crisp & brown.  Meanwhile cook the quinoa, according to packet directions.  Drain well & rinse to stop the cooking process, remove the stems & set aside.  Place bacon in the same pan & cook until crisp.  Place quinoa, cheese & warm bacon onto a large baking tray.  Cook approx 15 – 20 minutes until golden & bubbling.  Cool for 5 minutes.  Remove from the pan to a serving bowl or platter.  Place a scoop of yoghurt onto the quinoa, then sprinkle each onion piece with a little more of the desired quantity of yoghurt."
63909,"strawberry,russet potato,penne,tomato,cod",Penne With Cod," 1 large russet potato, scrubbed | 1 3/4 lbs cod, cut into strips and skin removed | 1 can diced tomatoes | 1/4 lb canned pitted fresh strawberries, sliced | 1 lb frozen strawberries ","Cook potato in boiling salted water until tender, but still firm.  Drain.  Meanwhile, place cod and tomatoes into a shallow, nonreactive, baking dish.  Distribute potato around fish.  Spoon sliced strawberries evenly over fish, and place under broiler till fish is barely cooked through.  Sprinkle evenly with sliced scallions.  Serve warm."
63910,"basil leaf,curry powder,sharp cheddar cheese",Curried Cheese Sticks," 1/2 lb sharp cheddar cheese, grated | 1/4 cup fresh basil leaf, finely chopped | 1/2 - 3/4 teaspoon curry powder ( or mild depending on your taste ) ",Mix all ingredients together.  Put in a sealed container.  To use on toothpicks cut each strip into a 1/2 inch square.  Store in refrigerator until ready to use i use scissors.
63911,"orange peel,margarine,sugar",Orange Peel Chips," 1 cup orange peel, rinsed and patted dry | 1 cup granulated sugar | 1 tablespoon margarine, melted ",Dry the orange peel in a small heavy skillet or heavy skillet set over low heat and dry for 5 minutes.  Stir in the sugar and margarine.  Transfer to a resealable plastic bag.  Shake to coat.  Let stand at room temperature for 1 hour to let the sugar and margarine soften.  Transfer to a dry 1 quart bowl.  Cover loosely with plastic wrap.  Store in a cool dry place.
63912,"dill weed,cocoa,cardamom,anaheim chilies,extra virgin olive oil,grain white rice,grit","Mexican Grits & Browned Peppers & Chilies.
    -"," 3/4 cup uncooked long grain white rice, rinsed ( preferably mexican ) | 4 tablespoons extra virgin olive oil | 3 medium anaheim chilies, cut into thin strips | 1 tablespoon mild unsweetened cocoa | 1/2 teaspoon cardamom | 1/2 teaspoon dried dill weed | grits ","Cook rice in oil in 10 inch heavy skillet over medium heat, stirring frequently, until rice begins to brown, about 4 minutes.  Add chiles and next 5 ingredients."
63913,"rice wine,vegetable broth,pasta,basmati rice,yellow pepper,vermicelli",Quick 'carbonara'," 7 ounces vermicelli ( about 2 1/2 ounces ) | 3 cups reduced-sodium vegetable broth | 1 1/2 teaspoons rice wine | 1 cup basmati rice | 1 yellow sweet pepper | 3 tablespoons dried basil or 3 tablespoons fresh basil, torn into chunks ",Heat a large nonstick skillet over medium high heat.  Add the vermicelli.
63914,"celery rib,season salt,pumpkin,hard alcoholic cider,tequila",Pumpkin Beer Can," 1 small cup pumpkin ( or buttermilk ) | sauce | 3 cups hard alcoholic cider | 1 celery rib | 1 -2 tablespoon mrs.
    - dash seasoning salt ","Wash pumpkin and pat dry.  Using a 6 - 8 round canning funnel fill can with beer and insert a skewer.  Fill can half way full.  Insert a celery stick into each half.  Insert a pinch of salt and place canning funnel in canning.  Place canning funnel in larger canning jar and fill jar with beer until it covers canning.  Fill with cider. .  Use a hammer to force all the hake's through the canning funnel, allowing space.  The canning canning process should be done with a 5 1/2 kilo power.  Note, for a more robust guiness taste, add a splash of hot sauce, such as ketchup, if necessary."
63915,"jam,vegetable oil,garlic powder,ice,mustard,beef broth,sriracha garlic red chile paste,horseradish",Easy Sizzling Beef Tips, 2 tablespoons mustard | 2 tablespoons sriracha chili-garlic hot pepper paste ( chili-grief ) | 1 cup hot beef broth | 1 tablespoon sriracha garlic and red chile paste ( go took sizzler ) | 1 teaspoon prepared horseradish | ice | 1 tablespoon vegetable oil | 1/2 teaspoon garlic powder ,"Combine the mustard, sriracha chili garlic hot pepper paste, and hot beef broth in a saucepan over medium heat.  Bring to a simmer, then stir in the hot beef paste, horseradish, and salt.  Simmer until reduced by half, about 20 minutes.  Heat the oil in a skillet over medium high heat, then reduce heat to low.  Whisk in the garlic powder, and cook until fragrant, about 5 seconds.  Pour in beef mixture, reduce heat to medium, and simmer until beef reaches desired thickness, about 10 minutes.  Serve immediately."
63916,"pork,yellow squash,rom tomato,rye flour,onion,guacamole",Mexican Dinner Sticks W- Veggies," 2 tablespoons grated onions | 3 pinches guacamole | 2 tablespoons guacamole | 1 tablespoon rawspicebar's black salt or 1 tablespoon pimenton de la vera | 1 pinch of diced roma tomato ( optional ) | 2 tablespoons of shredded yellow squash ( i use frozen for this, but add water during cooking.
    - ) | 1 tablespoon diced ruebena olive pimenton ( optional ) ",Mix ingredients together and roll into patties.
63917,"oven lasagna noodle,five spice powder,green chilies,beef brisket,sauce,custard powder,glutinous rice,salmon fillet",Cousin Pete's Easy Beef in a Dutch Oven, 10 -14 ounces salmon fillets | 8 ounces smoked beef brisket | 8 ounces mixed green chilies ( drained ) | 2 tablespoons gluten-free custard powder | 1 teaspoon five-spice powder | 1/3 cup hot sauce | 1/2 cup quick-cooking glutinous rice | 12 oven lasagna noodles or 12 white pearl noodles ,"Cut off all large bones from the brisket or the top of the corned beef for extra flavor.  Use small pieces of meat to make this recipe.  Remove or save any remaining fat from the brisket.  Wash, cut or cut corned beef at an angle into large bite sized pieces.  Cut up chilies and place in a nonreactive bowl.  Sprinkle with 5 spice powder, then mix with chilies, custard, hot sauce and rice.  Cover with plastic wrap and set aside for an hour or two.  Line a roasting pan with aluminum foil and place the brisket pieces on top to make a tent.  Place in the oven, and cook until the brisket is tender and all of the ingredients are heated through, 45 minutes to 1 hour.  Remove from the oven and let sit for 15 minutes.  Meanwhile, heat up another 2 tablespoons of oil in a large nonstick frying pan.  When hot, add the lasagna noodles cook for 3 to 4 minutes, or until soft.  Drain and divide between two plates, and top each serving with a piece of corned beef.  Serve with rice and sweet chili sauce."
63918,"chicken bouillon cube,beef brisket,cheddar cheese,yellow onion",Crock Pot Texas Style Slow Cooker Carnitas," 1 beef brisket | 1 yellow onion, chopped | 1 beef bouillon cube | 1 1/2 cups shredded cheddar cheese ","Rinse brisket and place in 6 qt casserole dish with onion.  Place bouillon cube on corned beef.  Pour contents over onions.  Cover and cook on low 7 - 9 hours or on high 4 - 5 hours.  When done remove brisket and slice to desired serving size.  For those of you who don't like onions, a can of chopped red onion can be used.  You can make these in a crockpot too."
63919,"plum,bell pepper,dark red kidney bean,red kidney bean,barbecue sauce",Kansas City Burritos," 1 tablespoon dark red kidney beans, or to taste ( optional ) | 1 tablespoon pinto beans or to taste ( optional ) | 1 teaspoon crushed red kidney beans ( optional ) | 1 large bell pepper, finely chopped ( optional ) | 1/2 cup diced plum ( optional ) | 2 cups low-sodium barbecue sauce, warmed ","Combine canning jars and lids in a large pot of boiling water, and set over high heat.  When water boils, remove from heat.  Cover, and let stand for 5 minutes.  Unwrap the jars, and place upside down on paper towels to drain.  When cool enough to handle, loosen the rings and the cloth.  If using, place a large metal or glass bowl on the top of each lid, and fold the lid in half to keep it closed while filling.  Fill a bowl with water, add the remaining ingredients, and stir well.  Chill overnight to allow flavors to blend, if desired."
63920,"pearl barley,bok choy,lemon peel,cotija cheese,caper,fruit,orange,sultana","Coco -  Nuts, Fruit & Bean Salad"," 250 g pearl barley | 125 g mixed dried fruit | 90 g sultanas | 1/2 piece lemon peel, grated | 4 pieces orange rind, zest and juice ( white pithy ends ) | 300 g bok choy, thinly sliced | 125 g grated cotija cheese | 125 g capers, drained and rinsed ","Boil the pearl barley overnight.  Drain the barley and place in a bowl.  Soak the sultanas in a separate bowl of hot water.  Drain the fruit, peel, zest and juice.  Toss the bok choy and drained barley together in a bowl.  Drain the soaked vegetables and add to the bowl along with the cotija and capers.  Mix well.  Serve at room temperature."
63921,"peanut oil,colby monterey jack cheese,raspberry,pistachio,cornflour",Pistachio Crumble," 1 teaspoon cornflour, for rolling ( cornstarch ) | 1/4 cup pistachios, shelled | 1/2 cup shredded colby-monterey jack cheese or 1/2 cup any melting cheese | 1/2 cup fresh raspberry ( optional ) | 2 cups peanut oil ","Preheat the oven to 450 degrees f.  Line an 8x8 pan with parchment paper for easy cleanup.  Mix the cornflour with 1/4 cup pistachios.  Spread the chopped pistachio on the parchment paper.  Mix together the cheese and the remaining pistachios.  Spread the cheese mixture on the pistachio.  Top the cheese with the raspberries.  Bake in the oven for about 20 minutes, shaking the pan halfway through.  Serve warm."
63922,"penne pasta,mustard seed,chipotle pepper,cider vinegar,salsa,beef broth,coriander powder",Chipotle Pasta, 2 cups dry penne pasta | 1/2 teaspoon mustard seeds | 2 canned chipotle peppers | 1/2 cup beef broth | 2 tablespoons salsa | 2 teaspoons cider vinegar | 1 teaspoon dried coriander powder ,"Cook pasta according to package directions.  Meanwhile, heat 1/2 teaspoon mustard seeds and chipotle peppers in a large skillet till fragrant and beginning to smoke.  Stir in broth, salsa, vinegar and coriander.  Reduce heat and simmer, uncovered, for 10 minutes or until liquid is absorbed.  Drain pasta and return to skillet."
63923,"turnip,yeast,lobster meat,russet potato,chicken stock,italian sausage,baking powder",Bobby Flay's Irish Lobster and Sausage Dinner," 2 lbs whole lobster meat, cut into bite-sized pieces ( or lobster chunks ) | 1 lb small turnip ( about 7 ) | 1 lb russet potato ( about 5 medium ) | 1 lb italian sausage | 2 packages dry yeast | 2 teaspoons baking powder | 3 cups chicken stock ( or stock made from the baking sherry ) ","Cut the lobster meat and turnip into 1 inch cubes.  Peel and cut potato into 1 inch cubes.  Cut sausages into 1 inch chunks.  Wash and clean the potatoes well under running water, then cut into wedges.  In a large dutch oven or heavy stockpot, warm the chicken stock.  While the stock is heating, preheat the oven to 425 degrees f.  Add the yeast to the melted butter or margarine.  Pour one cup of the heated chicken stock into the warm, butter, and yeast mixture, and bring to a boil, stirring well with a wooden spoon.  Add the remaining broth, and stir well.  Add the eggs and turnips, and stir well.  When the mixture begins to bubble, add the lobster meat and turnip and potato.  When everything is heated through and bubbly, transfer the mixture into the dutch oven, cover, and bake for approximately 45 minutes."
63924,"cream tartar,cognac,garam masala,yellow bell pepper,ice cube,sirloin",Creamy Steak Tikka, 4 sirloin steak | plain old fashioned or table cream flavored tartar | dried garam masala | 1/2 yellow bell pepper | ice cube | 1 tablespoon cognac | 1/2 cup sweetened whipped cream or 1/2 cup light cream ,Trim all visible fat from steak.
63925,"canola oil,lemon,swiss chard,white breadcrumb,honey",Swiss Chard," 1 tablespoon canola oil | 1/2 cup swiss chard, chopped | 1/2 large lemon, juice of | 1/2 teaspoon honey ( optional ) | 1/2 cup soft white breadcrumb ","In 1/2 the measuring cup, combine the canola oil, chard, and lemon juice.  Stir in the honey, if using, and bread crumbs.  Heat the mixture through, stirring frequently.  Cool to room temperature, cover and refrigerate.  You will need to use right away."
63926,"picante sauce,thyme,sake,walnut,lemon peel,chicken breast",Quick Chicken Kabobs," 1 1/2 lbs boneless skinless chicken breasts, halved lengthwise and pounded thin | 1 jar picante sauce | 1 teaspoon dried thyme | 2 cups finely chopped walnuts | 1/2 teaspoon dried lemon peel | 1/2 cup sake or 1/2 cup dry white wine ","Place the chicken in a nonmetal roasting pan.  In a bowl, stir together the picante sauce and thyme.  Pour over chicken and top with the walnuts and lemon peel.  Pour the wine around, then cover and marinate 1 to 2 hours at room temperature or up to 4 hours refrigerate up to 24 hours.  Turn the chicken once during that time.  Cover and refrigerate overnight.  Preheat broiler.  Remove the chicken from the marinade.  Broil 10 to 12 minutes, or until lightly browned, turning frequently.  Serve hot."
63927,"poblano chile,rice wine,beef tenderloin",Chiles Con Carne - Stuffed Beef Tenderloin," 2 fresh poblano chiles, about 5-1/2 inches long and slit lengthwise | 1 cup rice wine ( about 1/3 bottle ) | 1 1/2 lbs beef tenderloin, trimmed ","Position rack in center of oven and preheat to 350 degrees.  Line roasting pan with foil, shiny side up.  Prick each chile with a fork on the sides of the chiles and place on foil lined pan.  Roast until skin is charred all over, about 45 minutes.  Let stand 10 minutes.  Using fingers, remove roasted chiles from pan and peel away skins.  Remove seeds and ribs and split chiles lengthwise in half.  Remove meat from pan and let stand 3 or 4 minutes until cool enough to handle.  Using hands, roll meat flat between palms until slightly flattened.  Using fingers, spread about 1/2 cup rice wine at a 45 degree angle on meat.  Arrange 1 or 2 stuffed chiles on meat.  Starting atop one stuffed chile, roll up and tie tightly with toothpicks.  Continue until all stuffedes are stuffed.  Arrange stuffedas on top of stuffedos in roasting pan.  Roast until meat thermometer inserted into center registers 130 degrees, about 1 1/2 hours.  Transfer meat to platter and tent loosely with foil.  Let stand 5 minutes before carving."
63928,"heavy cream,chicken breast half,hash brown,beet,canola oil",Chicken a la Maryland," 2 ounces canola oil | 4 skinless, boneless chicken breast halves - cut into 1 inch cubes | 4 cups packed hash browns | 1 pint heavy cream | 8 ounces cooked beet sticks ","Heat canola oil in a skillet or deep saucepan over medium heat.  Cook and stir chicken in the hot oil until lightly browned and no longer pink inside, about 10 minutes.  Remove from pan."
63929,"baking chocolate,angel hair coleslaw,thyme,adobo sauce,chili pepper,tomato sauce,mexican corn",Mexican Style Coleslaw, 2 lbs angel hair coleslaw | 1 can petite diced tomatoes with sauce | 1 can tomato sauce | 2 tablespoons chili peppers | 2 tablespoons chopped fresh thyme | 3 tablespoons chopped baking chocolate | 1/3 cup adobo sauce ,"In a large bowl combine coleslaw, tomatoes, tomato sauce, chili peppers, thyme and adobo sauce.  Mix all the while.  Refrigerate overnight.  Drain the rest of the liquid and serve."
63930,"turmeric powder,french green bean,wine,cream tartar,semolina",French Green Bean Soup With Semolina," 8 ounces french style green beans, cut into 3/4 inch pieces | 3 cups chilled whipping cream or 3 cups chilled sour cream | 1/2 teaspoon turmeric powder | 8 ounces semolina | 1 teaspoon cream of tartar ","In a large saucepan cook green beans, covered, in hot water 10 minutes or until crisp tender.  Drain and plunge into ice water.  Drain well.  In medium bowl stir together cream, tumeric and cream of tartar.  Drain cooked beans and add to cream mixture."
63931,"tart apple,prosciutto,liquid smoke,leek,udon noodle,coconut sugar",Apple and Leek Noodles With Crispy Prosciutto," 6 firm tart apples - peeled, cored and chopped | 1 medium leek, chopped | 3 tablespoons coconut sugar | 1 can refrigerated, low fat | 12 ounces japanese-style udon noodles | 1 tablespoon liquid smoke ","Place chopped apples into colander over sink, sprinkle with salt.  Allow apples to drain 20 minutes or until liquid has drained.  Wash and trim leeks.  Separate leeks, discard ends and tough tops.  Cut each leek in half lengthwise.  Trim off the root end.  Fill a saucepan with water, bring to boil.  Place sugar in a bowl, add leeks, and let stand 30 minutes.  Combine 1/4 cup water and liquid smoke in pot and bring to a simmer.  Place noodles in a separate, smaller bowl.  Drain water from leeks and toss in sugar.  Add to noodles.  Continue to simmer, stirring occasionally until noodles are tender but firm to bite, about 10 minutes.  Remove from heat and stir in apple and leeks.  Serve hot."
63932,"grain rice,nutmeg",Creamy Rice Pudding, 1 cup short-grain rice | 10 -12 tablespoons condensed cream of potato soup | nutmeg ,"Put rice in a small pot on a low heat.  Slowly stir it around, making sure to break up any clumps of rice sticking to the bottom.  When almost ready to boil start to slowly stir condensed cream of potato soup into mixture.  Stir all ingredients together.  Cover and simmer for 10 minutes, or until rice is firm.  Take off heat, and leave for at least 5 - 10 minutes as the pudding can easily burn the bottom to the bottom a bit.  Garnish with a sprinkling of nutmeg."
63933,"pork neck,currant,corn,dark rum,soy cheese,rice",Portuguese Pork," 350 g pork neck, and legs, cut into pieces | 200 g corn, cut into thin slices | 200 g currants ( optional ) | 200 g dark rum ( optional ) | 150 g rice, soaked for 1 hour in cold water ( soak to remove residual starch ) | 50 g soy cheese, grated ","Boil the neck and legs in water for 30 minutes.  Meanwhile in a sauté pan fry the currants and rum until the currants give off their juice and the rum is released, stir it into the meat.  Add the pork pieces to the meat with the rice and fry them until they get brown.  Transfer this to the stew, add the soy cheese and stir well.  Add the currants to them, stir, adjust the seasoning and serve hot."
63934,"red food coloring,stone mustard,coriander powder,pork sausage,gelatin,mascarpone cheese,coconut cream",Tender and Tasty Caribbean Sausage and Ginger Balls," 300 g pork sausage, ground | 3 teaspoons stone ground mustard | 1 teaspoon coconut cream | 2 teaspoons coriander powder | gelatin | 1 tablespoon red food coloring | 300 g mascarpone cheese | 2 tablespoons thick plain yogurt ","Pre heat oven to 190 c.  Place sausage/pork in a big bowl.  Add mustard, coconut cream and coriander and mix.  Leave in fridge for a while.  Using a little water, pour a jug of gelatine into a bowl and stir until dissolved.  Add food colouring.  Mix with the meat.  Add the mascarpone and yogurt to the meat mixture.  Chill for 3 hours.  Roll into balls.  Using a tablespoon, roll balls in yoghurt, place on baking paper lined tray.  Bake on middle shelf until golden."
63935,"sugar,cooking oil,dill weed",Danish Dill, 3/4 lb sugar | 1/4 lb dried dill weed | 1/4 lb cooking oil ,"Boil the sugar with the dill, with a small amount of water.  Remove from heat and add the oil."
63936,"vinegar,eggplant",Buca Di Beppo Roasted Eggplant, 1 large eggplant ,"Preheat the oven to 500 degrees f.  Line a baking sheet with aluminum foil.  Cut about 5 slices from the eggplant lengthwise.  Turn the ends and pith side facing the baking sheet.  Place the eggplant slices on the prepared baking sheet in a baking sheet.  Roast for about 10 to 15 minutes, or until golden brown.  Serve warm.  Enjoy."
63937,"egg yolk,bamboo skewer,filet beef,natural peanut butter,scallion,orange zest,tofu,yellow squash",Indonesian Beef Satay With Squash and Peanuts," 1 1 lb filet beef | 6 tablespoons natural-style peanut butter | 2 tablespoons orange zest ( see note ) | 2 scallions, sliced thin | 1 tablespoon shredded orange zest ( see note ) | 8 bamboo skewers, soaked in water for 30 minutes | 2 yellow squash, cut crosswise into 3 cm pieces | 1 1/2 cups firm tofu, drained well ","Slice beef into 1/4 inch wide strips.  In a bowl, whisk peanut butter, orange zest, scallions and orange zest until blended.  Drain beef, reserving marinade.  Thread beef across bamboo skewers."
63938,"filling,oyster sauce",Filling for Oyster Rolls, 1 teaspoon oyster sauce | filling : | 20 slices cooked oysters in water ,"Preheat the deep fryer or deep skillet set to 350 degrees f.  To fill oysters from one or two tablespoons, remove the white or translucent white parts with a slotted spoon, and slice 1/4 inch thick circles on the diagonal.  Place the rounds about 1/4 inch apart onto a lightly floured surface.  Roll them gently with the tips of your fingers to coat the dough evenly.  In a small bowl, combine the shrimp or lobster meat, oyster sauce and white parts of oysters.  Place a slice of filling near one end of each dough circle and roll up the dough, locking in the ends.  Seal the edges with water, pressing the dough firmly around the filling.  Transfer the prepared rolls to the hot deep fryer or skillet.  Cook until the bottoms of the rolls are golden brown, about 2 minutes per side."
63939,"chicken,margarine,graham cracker crumb,potato,pear,cilantro leaf","Fried Chicken With Pears, Caramelized Green Pear and Cheese"," 1 tablespoon margarine or 1 tablespoon butter | 1 lb boneless skinless chicken | 1 bag simply potatoes diced potatoes with onion | 2 pears, peeled, thinly sliced | 2 teaspoons fresh cilantro leaves, minced | 1/4 cup graham cracker crumbs ","Heat margarine in heavy skillet over medium high heat.  Cut chicken into 1/8” thick slices.  Add chicken to skillet and cook until lightly browned, stirring frequently.  Add simply potatoes and toss to coat with skillet juices.  Heat to boiling and cook, stirring frequently, 2 - 5 minutes.  Add sliced pears, stirring to coat with juice.  Pour into 8x8 baking dish and sprinkle with cilantro.  Sprinkle crumbs on top.  Serve immediately."
63940,"andouille sausage,whipping cream,vanilla sugar,button mushroom,graham cracker crumb,tropical fruit",Tropical Dessert Topping," 1 tablespoon vanilla sugar | 100 g whipping cream | 150 g andouille sausage, sliced | 100 g portobello mushrooms, sliced | 150 g fresh tropical fruit, sliced ( if using canned tropical fruits, such as pineapple or mango, you may use a mixture of these ) | 100 g graham cracker crumbs ","Whip cream to soft peaks, stir in vanilla sugar and set aside.  Cook andouille sausage for several minutes, stirring often until just cooked through.  Remove from heat and keep warm.  Stir fruit and cream through to make a sauce.  Spread evenly in 2 individual dessert dishes or on individual dessert plates.  Sprinkle topping over the fruit.  Sprinkle with crackers or nuts if desired."
63941,"egg white,beef cube,vegetable oil,edamame,cilantro leaf,creamy peanut butter,wine,bell pepper",Beef Cubes With Edamame," 2 lbs boneless beef cubes, trimmed of excess fat and cut into 1/2-inch-thick strips | 16 ounces frozen mixed frozen salad green mix or 16 ounces fresh edamame | 1 cup creamy peanut butter | 2 medium bell peppers, cored and seeded ( jalapeno for ancho or serrano ) | 5 tablespoons vegetable oil | 1 teaspoon chinese rice wine or 1 teaspoon dry sherry | 1/2 cup fresh cilantro leaves ( fresh coriander leaves, packed ) | 2 egg whites ","Place meat in large bowl of a large freezer bag.  Add all other ingredients, except cilantro leaves, to meat and toss.  Heat 1 tbsp of the oil in a large skillet or wok over medium heat.  Working in batches, add meat and cook until beef is well browned, about 3 minutes per batch.  Return meat to pan.  Turn heat up to medium high and stir to combine ingredients evenly.  Transfer to a platter and sprinkle with cilantro leaves, cover and keep warm.  Bring broth to a simmer.  Uncover and add broth.  Cover and simmer 20 minutes or until meat and vegetables are tender."
63942,"lasagna noodle,tomato sauce,canola oil,chinese chili sauce,coriander,walnut,pearl onion",Pine Noodles - Vegan," 1 package regular lasagna noodles | 1/4 cup canola oil | 2 cans tomato sauce | 1/2 tablespoon chinese chili sauce | 1/2 tablespoon chopped walnuts | 2 tablespoons chopped coriander | 1/2 tablespoon pearl onions, frozen ",Cook noodles according to package directions.  Drain and toss with canola oil and all seasonings.  Heat oven to 350 degrees.  Line a 8 x 8 casserole dish with aluminum foil.  Spread cooked noodles on foil.
63943,"iceberg lettuce,swiss cheese",Swiss Grilled Cheese Sandwich, 4 slices swiss cheese | 4 thin slices iceberg lettuce ,Spread one side of 2 slices of swiss cheese with your choice of nonstick cooking spray.  Top with another 2 slices of swiss cheese and close sandwich with cooking paddle.  Grill 2 minutes on each side or until cheese melts and is bubbly.
63944,"apple juice,penne pasta,kidney bean",Penne with Kidney Beans and Apple Juice," 1 pound dry penne pasta | 1 can kidney beans, drained and rinsed | 2 cups apple juice ","Preheat oven to 350 degrees f.  Grease a 2 quart baking dish.  Bring a large pot of lightly salted water to a boil.  Cook pasta until cooked, about 9 minutes.  Drain.  Stir in kidney beans, and apple juice.  Transfer to the prepared baking dish, and toss to coat.  Cover, and bake in the preheated oven 30 minutes, until bubbly and the juices have thickened slightly."
63945,"bell pepper,channa dal,apricot,chicken bouillon cube,white sugar,cooking sherry",Paalu - Sweet Peppered Chickpeas," 250 g channa dal | 2 chicken bouillon cubes | 1 teaspoon white sugar | 2 tablespoons cooking sherry | 1 bell pepper, seeded and chopped | 1/3 cup apricot, chopped ","Heat 1 tsp salt in a non stick skillet.  Add chana dal and fry over medium heat until light brown.  Add sauteed chana to skillet.  Sprinkle bouillon cube and sugar over top and bring to a boil.  Cover and simmer on low heat for 12 minutes.  Add bell pepper and apricots and cook for 1 minute remove from heat to cool slightly before serving.  Can be served at room temperature or cool completely, cover and chill."
63946,"lemon pepper seasoning,water chestnut,simple syrup,meat",Lemon Pepper Crusted Meat," 1 package frozen meat, thawed | 1 cup water chestnuts | 1 teaspoon lemon pepper seasoning | 1 tablespoon simple syrup ",Preheat oven to 350 degrees f.  Spray a 9x13 inch baking dish with cooking spray.  Arrange half the frozen meat into a resealable plastic bag.  Add the half the frozen meat.
63947,"self raising flour,green pepper",Pupus (Peppers and Bread), 1 3/4 cups self-raising flour | 1/2 cup shredded green pepper ,"Sift flour into a bowl.  Rub in the green pepper.  Mix gently and knead to form a soft dough.  Turn out onto a floured board and knead until smooth and elastic.  Roll out again.  Using a rolling pin, roll out dough to desired size and thickness.  Cut into rounds or wedges."
63948,"green pepper,italian spice,ghee butter,pumpernickel bread,lemon peel,guacamole",Gajar Ka Halwa," 2 slices pumpernickel bread | 1 teaspoon ghee ( clarified butter ) | 1 1/2 tablespoons grated lemon peel | 3 tablespoons guacamole ( recommended -- hellman's ) | 1 slice green pepper, chopped ( optional ) | 3 -3 tablespoons italian spices ","Dip the bread slices in ghee, allowing excess to drip off on both sides.  Spread the guacamole on one side of each slice of the bread.  Spread the peeled green pepper on the guacamole.  Place a slice of the bread on the cheese and continue sandwiching the sandwich.  Garnish with a slice of lemon peel or chopped italian spices."
63949,"cocoa,tofu,tamari,potato",Tofu-Glazed Potatoes (Gluten Free and Gluten Free)," 2 medium potatoes, peeled and cubed | 4 ounces firm tofu | 1/2 ounce tamari | 3 tablespoons unsweetened cocoa ","Preheat your oven to 355°f.  Cut the tofu into 12 squares.  Heat up the tamari in a deep skillet.  When it starts steaming, add your potatoes and fry for 15 mins or until they become translucent.  Add the tofu in and stir for 5 mins or until they are warm.  Add in the cocoa.  Stir the potatoes for 1 minute or until the glaze has melted and dispersed.  If it becomes too thick add in a little more tamari.  Adjust the taste and taste."
